protein,Heat_target_0.1,Heat_target_0.2,Heat_target_0.3
9606.ENSP00000290122,0.0,0.0,0.0
9606.ENSP00000345563,5.0756944801833015e-05,0.0001043536040015,0.0001499281224823
9606.ENSP00000415436,0.0006783775097574,0.0006094982745707,0.0005884807105758
9606.ENSP00000370215,0.0006144983854028,0.0006131718255346,0.0005922453638049
9606.ENSP00000355593,0.0006316627113847,0.0005983072987874,0.0005835283809574
9606.ENSP00000311679,0.0004240995040163,0.0005291924389894,0.0005575005488935
9606.ENSP00000371800,0.0006737457879353,0.0006103733030613,0.0005888933519599
9606.ENSP00000483570,0.0,0.0,0.0
9606.ENSP00000233997,0.0005513321884791,0.0005953170184511,0.0005880062890355
9606.ENSP00000230256,0.0001639636102481,0.0002854812919395,0.0003631062572821
9606.ENSP00000458570,0.000394576232793,0.0005326858736225,0.0005692085760529
9606.ENSP00000322450,0.0006352856362354,0.0006048552895663,0.0005873126283404
9606.ENSP00000377470,0.0006597216270165,0.0006053105607861,0.0005869036831427
9606.ENSP00000386597,0.0002155362653866,0.000344825322827,0.0004127500469621
9606.ENSP00000398089,0.0002737434260779,0.0004244768533681,0.0004974435796611
9606.ENSP00000303963,0.0,0.0,0.0
9606.ENSP00000433919,0.0006598591862712,0.000606523528404,0.0005873377012903
9606.ENSP00000343129,0.0006470509688369,0.0006008518175804,0.0005848642686032
9606.ENSP00000261318,0.0006691924190818,0.0006133101378509,0.0005887316583539
9606.ENSP00000343890,0.0001203693800562,0.000210064354178,0.0002790210528473
9606.ENSP00000420465,0.0005486598929564,0.0005944962467765,0.0005916553272982
9606.ENSP00000478305,0.0006743535486748,0.0006094741329434,0.0005884262063773
9606.ENSP00000173229,0.0006491991662187,0.0006023364185239,0.0005851339301443
9606.ENSP00000485582,0.0006456838818849,0.000612481177086,0.0005907726663281
9606.ENSP00000308032,0.0006119243771536,0.0006053523684386,0.0005891968467039
9606.ENSP00000301399,0.0002350256654608,0.0003531122019921,0.000428963892773
9606.ENSP00000263736,0.0006616572209168,0.000605383538641,0.0005864052873221
9606.ENSP00000252809,0.0006615430684178,0.00060650499654,0.0005872998517588
9606.ENSP00000282096,0.0006249365687835,0.0006059291990823,0.0005882932528038
9606.ENSP00000355621,0.0006240711954887,0.0006170919150463,0.0005938157482887
9606.ENSP00000441405,0.0002473109907441,0.0003938771842513,0.0004732198103738
9606.ENSP00000313922,0.0003814481897279,0.0005178424762561,0.0005576297044171
9606.ENSP00000361595,0.0003449658543104,0.0004766641723108,0.0005335634996299
9606.ENSP00000230640,0.0006614451194764,0.0006060332307242,0.00058695152984
9606.ENSP00000351250,0.0006507610887638,0.0006045172121957,0.0005866836581844
9606.ENSP00000350260,0.0003891662345267,0.0005192631215322,0.00056117639906
9606.ENSP00000349884,0.0,0.0,0.0
9606.ENSP00000369921,0.0006288743315963,0.000598815990088,0.0005825445841765
9606.ENSP00000380378,0.0006412250149878,0.0006023866808391,0.0005858637596247
9606.ENSP00000285419,0.0010190680695814,0.0006513414991786,0.0005970694110146
9606.ENSP00000472474,0.0006619485720875,0.0006058096696506,0.0005866747887921
9606.ENSP00000306335,0.0006673588213743,0.0006060734885977,0.000586757378187
9606.ENSP00000340864,0.0001351941682514,0.0002223337050963,0.0002887992668547
9606.ENSP00000249910,0.0006783889839425,0.0006093275515013,0.0005883056728634
9606.ENSP00000325377,0.0006615206657443,0.0006056644851923,0.0005867385116289
9606.ENSP00000253362,0.0002242134778498,0.000363237082638,0.0004467104372452
9606.ENSP00000404432,0.0,0.0,0.0
9606.ENSP00000325266,0.0006594218721147,0.0006173243527882,0.0005924626602791
9606.ENSP00000255262,0.0,0.0,0.0
9606.ENSP00000333037,0.0006542487753904,0.0006051751697668,0.0005868069056305
9606.ENSP00000264059,0.0006045906993676,0.000603786575084,0.0005883680714759
9606.ENSP00000373312,0.0006484194018412,0.0006041966480552,0.0005866600113222
9606.ENSP00000349401,0.0004525161202764,0.0005483157729031,0.0005680422545992
9606.ENSP00000351430,0.0,0.0,0.0
9606.ENSP00000337510,0.0,0.0,0.0
9606.ENSP00000332973,0.0006440131764975,0.0006015631734044,0.000584898465604
9606.ENSP00000432688,0.0001730452841002,0.000323544445564,0.0004215170301904
9606.ENSP00000474032,0.0006552500635734,0.0006073950862628,0.0005877630392205
9606.ENSP00000273062,0.0006566090232809,0.0006061339809093,0.0005874180860701
9606.ENSP00000377895,0.0005403677059803,0.0005968311525066,0.0005910831459914
9606.ENSP00000370589,0.0006582272108062,0.0006049125368008,0.0005862828038516
9606.ENSP00000261712,0.0006542449700646,0.0006049379517207,0.0005866367937414
9606.ENSP00000337838,0.0006241586233954,0.0005975866297376,0.0005837709904881
9606.ENSP00000356811,0.0006609837946598,0.0006059815641492,0.0005870204258826
9606.ENSP00000222374,0.0005221336832619,0.0005729691256419,0.0005700372566934
9606.ENSP00000472620,0.0004660720551328,0.0005712481215596,0.0005815010954393
9606.ENSP00000476603,8.320293545693858e-05,0.0001548999516671,0.0002193170785176
9606.ENSP00000285670,0.0,0.0,0.0
9606.ENSP00000376213,0.0005608968058368,0.0005985691313981,0.0005903924757149
9606.ENSP00000405327,0.0006593086654902,0.0006120871839812,0.0005903014971408
9606.ENSP00000313933,0.0006410049390979,0.0006164823062135,0.0005924042707192
9606.ENSP00000281834,0.000324886652379,0.0004736291994049,0.0005321210483089
9606.ENSP00000358016,0.0005932636486249,0.0006124954452388,0.0005949482438154
9606.ENSP00000357189,0.00065811497916,0.0006058680155547,0.0005870756212971
9606.ENSP00000259782,0.0003775886834773,0.0005285099614411,0.0005684122515958
9606.ENSP00000355583,0.0006617863400606,0.0006067301001166,0.0005875467977602
9606.ENSP00000302898,0.0006562775161,0.0006054090990801,0.0005868975931662
9606.ENSP00000255108,0.0006651563162449,0.0006067329886718,0.0005875758943147
9606.ENSP00000367878,0.0003017388153239,0.0004292870871722,0.0004915707067993
9606.ENSP00000430432,0.0006510471503133,0.0006040349326212,0.000586239642871
9606.ENSP00000272198,0.0,0.0,0.0
9606.ENSP00000359571,0.0,0.0,0.0
9606.ENSP00000233615,0.0005781817599199,0.0005879920281586,0.0005817067576572
9606.ENSP00000298717,0.0006503798285848,0.0006028002535458,0.0005854214978171
9606.ENSP00000363229,0.0,0.0,0.0
9606.ENSP00000351015,0.000650229419989,0.0006046291600796,0.0005866335923201
9606.ENSP00000376077,0.0006498310249298,0.0006033707031747,0.0005859461234649
9606.ENSP00000424870,0.0006630867064814,0.0006064063418307,0.0005872489055036
9606.ENSP00000349629,0.0006389605114236,0.0006021982771926,0.000585668196436
9606.ENSP00000291890,0.0,0.0,0.0
9606.ENSP00000354497,0.0006845495008747,0.0006112957125878,0.0005890483080293
9606.ENSP00000318195,0.0006543057097587,0.0006045323971193,0.0005862867401447
9606.ENSP00000338413,0.0006499332012026,0.0006031862722011,0.0005860065211891
9606.ENSP00000308610,0.000639131925709,0.0006042382374289,0.0005872981782886
9606.ENSP00000347433,0.0,0.0,0.0
9606.ENSP00000353132,0.0005584387326962,0.0005988796256133,0.0005892280387342
9606.ENSP00000375986,0.0006670085713267,0.0006066527057555,0.0005873531117686
9606.ENSP00000359991,0.0006537866356666,0.0006058779326849,0.0005874135895282
9606.ENSP00000339958,0.0006634219389525,0.0006065147317713,0.000588107141084
9606.ENSP00000298746,0.0006655066245002,0.0006066826390451,0.0005873121190234
9606.ENSP00000379503,0.0006539745809277,0.0006054854820831,0.0005870579261681
9606.ENSP00000295228,0.0006299858578131,0.0006048556169844,0.0005878396550542
9606.ENSP00000361158,0.000666706051561,0.0006090847527957,0.0005886291837668
9606.ENSP00000381549,0.0006722323814756,0.0006110782342148,0.0005894346904824
9606.ENSP00000225823,0.0004961266386089,0.0005800745057058,0.0005859499651705
9606.ENSP00000410758,0.000661991754896,0.0006060913074179,0.0005870538952876
9606.ENSP00000347710,0.0006569669858436,0.0006086750945542,0.0005885909631615
9606.ENSP00000351631,0.0005100731141283,0.0005745536036556,0.0005796366094728
9606.ENSP00000255674,0.0004887440045422,0.0005807310299132,0.0005872518668184
9606.ENSP00000358831,0.0004745280748466,0.0005708816825062,0.0005838789074914
9606.ENSP00000258200,0.000392012145312,0.0005047939630458,0.0005485278888954
9606.ENSP00000260643,0.0006151034176582,0.000595134733885,0.0005828011635458
9606.ENSP00000351314,0.0006608306139241,0.0006062153406674,0.0005871658358955
9606.ENSP00000481721,0.0006569561373908,0.0006061044186935,0.0005872448309673
9606.ENSP00000355053,0.0004406619227665,0.0005215386117924,0.0005482651831698
9606.ENSP00000364883,0.0006586788076674,0.0006068972143111,0.0005877175426576
9606.ENSP00000358525,0.0006506081990664,0.0006024889880791,0.0005861996978637
9606.ENSP00000367239,0.0003928666847059,0.0005153959427843,0.0005567740663536
9606.ENSP00000465638,0.0,0.0,0.0
9606.ENSP00000275198,0.0,0.0,0.0
9606.ENSP00000386439,0.0005836092386743,0.0005971068094368,0.0005839062359882
9606.ENSP00000227524,0.0006569424076587,0.000605433997407,0.0005869203450856
9606.ENSP00000355923,0.0006558361565112,0.0006053113611415,0.0005869064043508
9606.ENSP00000417418,0.0,0.0,0.0
9606.ENSP00000359958,0.0006600064225494,0.0006068056391086,0.0005875529604963
9606.ENSP00000388713,0.0006480153824668,0.0006073136246413,0.000588347298617
9606.ENSP00000244061,0.000663100843667,0.0006116746662883,0.000590591924265
9606.ENSP00000369014,0.0,0.0,0.0
9606.ENSP00000385461,0.0,0.0,0.0
9606.ENSP00000479964,0.0006765074358554,0.0006149929249659,0.0005907468876102
9606.ENSP00000256953,0.0006523706033476,0.0006058203725842,0.0005872847686987
9606.ENSP00000298355,0.0006431914516724,0.0006035834448994,0.0005864225022378
9606.ENSP00000356540,0.0006340327236102,0.0006035004334989,0.0005867727959412
9606.ENSP00000462355,0.0006584978254977,0.0006051882664905,0.0005865399507456
9606.ENSP00000220420,0.0,0.0,0.0
9606.ENSP00000265641,0.0006549167082994,0.0006061630338081,0.0005875345377717
9606.ENSP00000262551,0.0,0.0,0.0
9606.ENSP00000426964,0.0006661210500169,0.0006074946722947,0.0005876271898159
9606.ENSP00000480043,0.000581462685659,0.0005937107926001,0.0005850382949574
9606.ENSP00000333633,0.0006568337703356,0.000606297115155,0.0005874890484847
9606.ENSP00000362260,0.0004810385435121,0.0005538317709579,0.0005674975182046
9606.ENSP00000362328,0.0,0.0,0.0
9606.ENSP00000355306,0.0002643817970238,0.0004030053569294,0.0004772047213918
9606.ENSP00000255224,0.0,0.0,0.0
9606.ENSP00000392452,0.0006172702851472,0.0006106999062467,0.0005914745561312
9606.ENSP00000385727,0.000488253092044,0.0005822497623739,0.0005888824234716
9606.ENSP00000352182,0.0006789545077481,0.0006096395300119,0.0005886026119696
9606.ENSP00000311977,0.0006281238238443,0.0006150005647214,0.0005931091291131
9606.ENSP00000338671,0.0006516802313853,0.0006054234545445,0.0005870589375263
9606.ENSP00000370208,0.0006479205039795,0.0006048394716344,0.0005870586537639
9606.ENSP00000373895,0.0006410214191419,0.0006112056580604,0.0005906196747673
9606.ENSP00000477817,0.0006607607283513,0.0006062426255084,0.0005871644752915
9606.ENSP00000265097,0.0006840713031124,0.0006081711762817,0.0005878109950572
9606.ENSP00000477017,9.54734614424524e-05,0.0001819237422751,0.0002534254908823
9606.ENSP00000262340,0.0,0.0,0.0
9606.ENSP00000389554,0.0,0.0,0.0
9606.ENSP00000335006,0.0,0.0,0.0
9606.ENSP00000360372,0.0,0.0,0.0
9606.ENSP00000254854,0.0,0.0,0.0
9606.ENSP00000274026,0.0006560988767887,0.0006056332931621,0.000587120099226
9606.ENSP00000249071,0.0006457889976445,0.0006035975602571,0.0005862619291292
9606.ENSP00000361653,0.0008268785895779,0.000619135578745,0.0005913435015827
9606.ENSP00000245312,0.0,0.0,0.0
9606.ENSP00000377664,0.0006535235079354,0.0006057214995962,0.0005871524335816
9606.ENSP00000370621,0.0006429742352338,0.000598323669692,0.0005815065524075
9606.ENSP00000388550,0.0006708618820994,0.0006099336897023,0.0005887385559617
9606.ENSP00000378323,0.0006533284831675,0.000604001848842,0.0005858942095073
9606.ENSP00000287916,0.0002906547306338,0.0004358565856819,0.0005032917470089
9606.ENSP00000309439,0.0006691684029647,0.0006160409830044,0.0005914605426369
9606.ENSP00000257787,0.000672897833283,0.0006104975618654,0.0005889286621822
9606.ENSP00000367787,0.0006624613160965,0.0006051535892765,0.0005859604716533
9606.ENSP00000362968,0.0,0.0,0.0
9606.ENSP00000356357,0.0006188018305692,0.0006058675426174,0.0005893051056773
9606.ENSP00000267549,0.0,0.0,0.0
9606.ENSP00000369989,0.0006577483582077,0.0006041092710802,0.0005858214499312
9606.ENSP00000418008,0.0006648696871707,0.0006073725016904,0.0005878283482161
9606.ENSP00000263791,0.0006630788338952,0.0006073036056477,0.0005880609096493
9606.ENSP00000235332,0.0005086538221803,0.0005812053859699,0.0005860086457687
9606.ENSP00000264690,0.0,0.0,0.0
9606.ENSP00000221922,0.0006825539239798,0.0006150999033707,0.0005907148733967
9606.ENSP00000474412,0.0005487236339831,0.0005600947042694,0.0005632948232232
9606.ENSP00000356150,0.0006626300164498,0.0006049896546755,0.0005866761202923
9606.ENSP00000434729,0.0006387991597875,0.0006048383220331,0.0005866482970304
9606.ENSP00000373783,0.0005485613728524,0.0005850757006555,0.0005815724580315
9606.ENSP00000349709,0.0003685851806949,0.0005147775336808,0.0005581696968874
9606.ENSP00000419901,0.0,0.0,0.0
9606.ENSP00000363680,0.0005996584004606,0.0005827799614053,0.0005746789684053
9606.ENSP00000397312,0.0006664931497653,0.0006072370379115,0.0005875691713299
9606.ENSP00000254928,0.0006531036051455,0.0006057549835531,0.0005878585943719
9606.ENSP00000244336,0.0003314260902698,0.0004806678225577,0.0005389675934566
9606.ENSP00000363398,0.0,0.0,0.0
9606.ENSP00000332659,0.0004877930950897,0.000562769229873,0.0005742833163822
9606.ENSP00000269491,0.0,0.0,0.0
