Enesembl ID	Gene
ENSG00000198797	BRINP2
ENSG00000251357	AP000350.4
ENSG00000262543	SMIM28
ENSG00000274209	ANTXRL
ENSG00000114487	MORC1
ENSG00000162571	TTLL10
ENSG00000221887	HMSD
ENSG00000178645	C10orf53
ENSG00000225698	IGHV3-72
ENSG00000126010	GRPR
ENSG00000141579	ZNF750
ENSG00000143921	ABCG8
ENSG00000235631	RNF148
ENSG00000154143	PANX3
ENSG00000107859	PITX3
ENSG00000180730	SHISA2
ENSG00000172752	COL6A5
ENSG00000211892	IGHG4
ENSG00000188909	BSX
ENSG00000142224	IL19
ENSG00000102032	RENBP
ENSG00000113088	GZMK
ENSG00000229453	SPINK8
ENSG00000119919	NKX2-3
ENSG00000100156	SLC16A8
ENSG00000179172	HNRNPCL1
ENSG00000183862	CNGA2
ENSG00000180383	DEFB124
ENSG00000144820	ADGRG7
ENSG00000197054	ZNF763
ENSG00000183629	GOLGA8G
ENSG00000211831	TRAJ61
ENSG00000185880	TRIM69
ENSG00000170162	VGLL2
ENSG00000171956	FOXB1
ENSG00000122735	DNAI1
ENSG00000142182	DNMT3L
ENSG00000145879	SPINK7
ENSG00000102021	LUZP4
ENSG00000153779	TGIF2LX
ENSG00000168843	FSTL5
ENSG00000176200	OR4D11
ENSG00000273274	ZBTB8B
ENSG00000231637	USP17L29
ENSG00000203985	LDLRAD1
ENSG00000154611	PSMA8
ENSG00000172150	OR1A2
ENSG00000177186	OR2M7
ENSG00000186439	TRDN
ENSG00000104313	EYA1
ENSG00000205718	MBD3L4
ENSG00000167941	SOST
ENSG00000105398	SULT2A1
ENSG00000160539	PLPP7
ENSG00000166342	NETO1
ENSG00000091664	SLC17A6
ENSG00000215183	MSMP
ENSG00000275302	CCL4
ENSG00000171201	SMR3B
ENSG00000236424	TSPY10
ENSG00000204301	NOTCH4
ENSG00000146383	TAAR6
ENSG00000136695	IL36RN
ENSG00000136939	OR1L4
ENSG00000242852	ZNF709
ENSG00000164946	FREM1
ENSG00000143171	RXRG
ENSG00000142538	PTH2
ENSG00000284629	SCYGR1
ENSG00000174004	NRROS
ENSG00000187922	LCN10
ENSG00000117069	ST6GALNAC5
ENSG00000174450	GOLGA6L2
ENSG00000089472	HEPH
ENSG00000241244	IGKV1D-16
ENSG00000198704	GPX6
ENSG00000277556	OR13C5
ENSG00000239571	IGKV2D-30
ENSG00000139055	ERP27
ENSG00000187026	KRTAP21-2
ENSG00000211937	IGHV2-5
ENSG00000198798	MAGEB3
ENSG00000111046	MYF6
ENSG00000106819	ASPN
ENSG00000227140	USP17L5
ENSG00000073861	TBX21
ENSG00000228927	TSPY3
ENSG00000187612	OR5W2
ENSG00000181631	P2RY13
ENSG00000211827	TRDJ2
ENSG00000214511	HIGD1C
ENSG00000177301	KCNA2
ENSG00000167554	ZNF610
ENSG00000144035	NAT8
ENSG00000185052	SLC24A3
ENSG00000187980	PLA2G2C
ENSG00000188032	C19orf67
ENSG00000151033	LYZL2
ENSG00000136059	VILL
ENSG00000162998	FRZB
ENSG00000179761	PIPOX
ENSG00000171804	WDR87
ENSG00000183747	ACSM2A
ENSG00000206113	CFAP99
ENSG00000120329	SLC25A2
ENSG00000104369	JPH1
ENSG00000173208	ABCD2
ENSG00000171944	OR52A5
ENSG00000196735	HLA-DQA1
ENSG00000135063	FAM189A2
ENSG00000163106	HPGDS
ENSG00000223997	TRDD1
ENSG00000180316	PNPLA1
ENSG00000130368	MAS1
ENSG00000187080	OR2AK2
ENSG00000189253	TRIM64B
ENSG00000171060	C8orf74
ENSG00000165841	CYP2C19
ENSG00000144331	ZNF385B
ENSG00000112936	C7
ENSG00000158481	CD1C
ENSG00000204644	ZFP57
ENSG00000230031	POTEB2
ENSG00000177551	NHLH2
ENSG00000198173	FAM47C
ENSG00000174937	OR5M3
ENSG00000282757	DUXB
ENSG00000149300	C11orf52
ENSG00000175707	KDF1
ENSG00000169488	OR4K15
ENSG00000211806	TRAV25
ENSG00000185176	AQP12B
ENSG00000285891	MSANTD5
ENSG00000140279	DUOX2
ENSG00000101425	BPI
ENSG00000211790	TRAV8-4
ENSG00000204928	GRXCR2
ENSG00000162706	CADM3
ENSG00000231475	IGHV4-31
ENSG00000233803	TSPY4
ENSG00000279111	OR10X1
ENSG00000250298	GIMD1
ENSG00000205330	OR6C1
ENSG00000211947	IGHV3-21
ENSG00000146469	VIP
ENSG00000196248	OR10S1
ENSG00000180549	FUT7
ENSG00000153930	ANKFN1
ENSG00000163554	SPTA1
ENSG00000288646	AL031178.2
ENSG00000261678	SCRT1
ENSG00000183307	TMEM121B
ENSG00000142539	AC020909.1
ENSG00000164694	FNDC1
ENSG00000241241	KRTAP4-16
ENSG00000125998	FAM83C
ENSG00000188408	MAGEB5
ENSG00000211950	IGHV1-24
ENSG00000108798	ABI3
ENSG00000180777	ANKRD30B
ENSG00000176302	FOXR1
ENSG00000166118	SPATA19
ENSG00000134376	CRB1
ENSG00000160593	JAML
ENSG00000136110	CNMD
ENSG00000122145	TBX22
ENSG00000186440	OR6P1
ENSG00000143195	ILDR2
ENSG00000138379	MSTN
ENSG00000168546	GFRA2
ENSG00000187170	LCE4A
ENSG00000130656	HBZ
ENSG00000168830	HTR1E
ENSG00000268009	SSX4
ENSG00000163221	S100A12
ENSG00000100365	NCF4
ENSG00000236032	OR5H14
ENSG00000145087	STXBP5L
ENSG00000198944	SOWAHA
ENSG00000171936	OR10H3
ENSG00000143196	DPT
ENSG00000090512	FETUB
ENSG00000224586	GPX5
ENSG00000283594	FAM236C
ENSG00000106565	TMEM176B
ENSG00000250361	GYPB
ENSG00000130032	PRRG3
ENSG00000156885	COX6A2
ENSG00000211682	IGLJ6
ENSG00000165181	SHOC1
ENSG00000171812	COL8A2
ENSG00000283980	GNG14
ENSG00000173769	TOPAZ1
ENSG00000203908	KHDC3L
ENSG00000136352	NKX2-1
ENSG00000211642	IGLV10-54
ENSG00000259823	LYPD8
ENSG00000218819	TDRD15
ENSG00000181903	OR4C6
ENSG00000092850	TEKT2
ENSG00000176979	TRIM60
ENSG00000186431	FCAR
ENSG00000007174	DNAH9
ENSG00000171860	C3AR1
ENSG00000258992	TSPY1
ENSG00000159248	GJD2
ENSG00000112902	SEMA5A
ENSG00000170255	MRGPRX1
ENSG00000091536	MYO15A
ENSG00000189127	ANKRD34B
ENSG00000229544	NKX1-2
ENSG00000135413	LACRT
ENSG00000215277	RNF212B
ENSG00000184647	PRSS55
ENSG00000154025	SLC5A10
ENSG00000211898	IGHD
ENSG00000112273	HDGFL1
ENSG00000105695	MAG
ENSG00000047617	ANO2
ENSG00000162753	SLC9C2
ENSG00000100055	CYTH4
ENSG00000125823	CSTL1
ENSG00000197520	FAM177B
ENSG00000231389	HLA-DPA1
ENSG00000282651	IGHV5-10-1
ENSG00000186160	CYP4Z1
ENSG00000184716	SERINC4
ENSG00000166707	ZCCHC18
ENSG00000181323	SPEM1
ENSG00000111536	IL26
ENSG00000264006	AKR1C8P
ENSG00000184144	CNTN2
ENSG00000173610	UGT2A1
ENSG00000205328	OR6C65
ENSG00000101194	SLC17A9
ENSG00000251258	RFPL4B
ENSG00000138684	IL21
ENSG00000082482	KCNK2
ENSG00000120289	MAGEB4
ENSG00000277150	F8A3
ENSG00000120332	TNN
ENSG00000211956	IGHV4-34
ENSG00000263353	PPIAL4A
ENSG00000163815	CLEC3B
ENSG00000276950	GSTT4
ENSG00000148795	CYP17A1
ENSG00000156689	GLYATL2
ENSG00000239620	PRR20G
ENSG00000198889	DCAF12L1
ENSG00000131808	FSHB
ENSG00000282815	TEX13C
ENSG00000204632	HLA-G
ENSG00000159723	AGRP
ENSG00000181803	OR6S1
ENSG00000256436	TAS2R31
ENSG00000185053	SGCZ
ENSG00000270601	PRAMEF5
ENSG00000078579	FGF20
ENSG00000162763	LRRC52
ENSG00000171864	PRND
ENSG00000285947	AC127029.3
ENSG00000188782	CATSPER4
ENSG00000173421	IHO1
ENSG00000204195	AWAT1
ENSG00000189375	TBC1D28
ENSG00000276644	DACH1
ENSG00000249715	FER1L5
ENSG00000154133	ROBO4
ENSG00000152785	BMP3
ENSG00000112337	SLC17A2
ENSG00000271810	AL603832.3
ENSG00000236320	SLFN14
ENSG00000269437	NXF2B
ENSG00000196482	ESRRG
ENSG00000165188	RNF183
ENSG00000117595	IRF6
ENSG00000167769	ACER1
ENSG00000236126	CT47A3
ENSG00000204510	PRAMEF7
ENSG00000109158	GABRA4
ENSG00000211693	TRGV11
ENSG00000122584	NXPH1
ENSG00000110484	SCGB2A2
ENSG00000100121	GGTLC2
ENSG00000133574	GIMAP4
ENSG00000177138	FAM9B
ENSG00000099953	MMP11
ENSG00000118491	ZC2HC1B
ENSG00000246922	UBAP1L
ENSG00000197124	ZNF682
ENSG00000102010	BMX
ENSG00000274791	F8A2
ENSG00000179399	GPC5
ENSG00000196859	KRT39
ENSG00000244234	GMCL2
ENSG00000167910	CYP7A1
ENSG00000147378	FATE1
ENSG00000224107	ETDB
ENSG00000211973	IGHV1-69
ENSG00000180176	TH
ENSG00000124143	ARHGAP40
ENSG00000166509	CLEC3A
ENSG00000158901	WFDC8
ENSG00000233655	IGHD4-4
ENSG00000144010	TRIM43B
ENSG00000277932	OR52E5
ENSG00000103569	AQP9
ENSG00000211788	TRAV13-1
ENSG00000162456	KNCN
ENSG00000221988	PPT2
ENSG00000118434	SPACA1
ENSG00000211650	IGLV5-45
ENSG00000187513	GJA4
ENSG00000172116	CD8B
ENSG00000182040	USH1G
ENSG00000177143	CETN1
ENSG00000122188	LAX1
ENSG00000178586	OR6B3
ENSG00000134028	ADAMDEC1
ENSG00000211599	IGKV5-2
ENSG00000161021	MAML1
ENSG00000105122	RASAL3
ENSG00000110675	ELMOD1
ENSG00000169550	MUC15
ENSG00000180090	OR3A1
ENSG00000233050	DEFB130B
ENSG00000196589	MBD3L2B
ENSG00000282872	C1orf232
ENSG00000121933	TMIGD3
ENSG00000143119	CD53
ENSG00000070190	DAPP1
ENSG00000175093	SPSB4
ENSG00000222028	PSMB11
ENSG00000115361	ACADL
ENSG00000259417	CTXND1
ENSG00000278803	PWWP4
ENSG00000081148	IMPG2
ENSG00000120903	CHRNA2
ENSG00000158815	FGF17
ENSG00000112499	SLC22A2
ENSG00000159289	GOLGA6A
ENSG00000166159	LRTM2
ENSG00000111713	GYS2
ENSG00000169688	MT1B
ENSG00000238210	ETDA
ENSG00000148386	LCN9
ENSG00000198354	DCAF12L2
ENSG00000163046	ANKRD30BL
ENSG00000244362	KRTAP19-7
ENSG00000137843	PAK6
ENSG00000187260	WDR86
ENSG00000211849	TRAJ40
ENSG00000108700	CCL8
ENSG00000007350	TKTL1
ENSG00000182676	PPP1R27
ENSG00000120440	TTLL2
ENSG00000177684	DEFB114
ENSG00000185652	NTF3
ENSG00000188155	KRTAP10-6
ENSG00000187416	LHFPL3
ENSG00000149488	TMC2
ENSG00000183251	OR51B4
ENSG00000288677	AC105206.4
ENSG00000273514	FOXD4L6
ENSG00000175463	TBC1D10C
ENSG00000168619	ADAM18
ENSG00000180772	AGTR2
ENSG00000146047	H2BC1
ENSG00000236170	IGHD1-1
ENSG00000171885	AQP4
ENSG00000126752	SSX1
ENSG00000127083	OMD
ENSG00000130234	ACE2
ENSG00000211801	TRAV21
ENSG00000171056	SOX7
ENSG00000005471	ABCB4
ENSG00000184895	SRY
ENSG00000287363	GUCA1ANB
ENSG00000063515	GSC2
ENSG00000283758	PMIS2
ENSG00000152910	CNTNAP4
ENSG00000185888	PRSS38
ENSG00000184544	DHRS7C
ENSG00000211858	TRAJ31
ENSG00000150783	TEX12
ENSG00000211782	TRAV8-1
ENSG00000211873	TRAJ16
ENSG00000130055	GDPD2
ENSG00000211769	TRBJ2-5
ENSG00000154721	JAM2
ENSG00000161798	AQP5
ENSG00000172023	REG1B
ENSG00000077498	TYR
ENSG00000197870	PRB3
ENSG00000221937	TAS2R40
ENSG00000188305	PEAK3
ENSG00000161133	USP41
ENSG00000198183	BPIFA1
ENSG00000086205	FOLH1
ENSG00000189430	NCR1
ENSG00000255181	CCDC166
ENSG00000134321	RSAD2
ENSG00000139797	RNF113B
ENSG00000148604	RGR
ENSG00000136237	RAPGEF5
ENSG00000211689	TRGC1
ENSG00000027644	INSRR
ENSG00000096395	MLN
ENSG00000254521	SIGLEC12
ENSG00000276017	AC007325.1
ENSG00000163879	DNALI1
ENSG00000127249	ATP13A4
ENSG00000237020	IGHD1-20
ENSG00000072315	TRPC5
ENSG00000075891	PAX2
ENSG00000165059	PRKACG
ENSG00000254636	ARMS2
ENSG00000162398	LEXM
ENSG00000196406	SPANXD
ENSG00000211803	TRAV23DV6
ENSG00000275163	AC117457.1
ENSG00000129993	CBFA2T3
ENSG00000169067	ACTBL2
ENSG00000170820	FSHR
ENSG00000110448	CD5
ENSG00000149256	TENM4
ENSG00000214891	TRIM64C
ENSG00000030304	MUSK
ENSG00000185662	SMIM23
ENSG00000171489	SPACA5
ENSG00000223591	CENPVL1
ENSG00000158473	CD1D
ENSG00000211751	TRBC1
ENSG00000164853	UNCX
ENSG00000170819	BFSP2
ENSG00000206181	ELOA2
ENSG00000182156	ENPP7
ENSG00000255374	TAS2R43
ENSG00000211962	IGHV1-46
ENSG00000288654	AC119733.1
ENSG00000215186	GOLGA6B
ENSG00000167741	GGT6
ENSG00000131264	CDX4
ENSG00000187627	RGPD1
ENSG00000241755	IGKV1-9
ENSG00000269526	ERVV-1
ENSG00000082293	COL19A1
ENSG00000221888	OR1C1
ENSG00000089012	SIRPG
ENSG00000212658	KRTAP29-1
ENSG00000128313	APOL5
ENSG00000205495	OR52J3
ENSG00000168135	KCNJ4
ENSG00000205097	FRG2
ENSG00000211766	TRBJ2-2P
ENSG00000186788	SPATA31D3
ENSG00000178279	TNP2
ENSG00000196156	KRTAP4-3
ENSG00000126337	KRT36
ENSG00000156006	NAT2
ENSG00000010030	ETV7
ENSG00000186513	OR9Q2
ENSG00000174600	CMKLR1
ENSG00000198075	SULT1C4
ENSG00000235568	NFAM1
ENSG00000134343	ANO3
ENSG00000215115	CXorf49
ENSG00000264668	AC138696.1
ENSG00000211776	TRAV2
ENSG00000261832	AC138894.1
ENSG00000211796	TRAV16
ENSG00000214285	NPS
ENSG00000233436	BTBD18
ENSG00000211685	IGLC7
ENSG00000101441	CST4
ENSG00000143858	SYT2
ENSG00000255223	OR5M11
ENSG00000213793	ZNF888
ENSG00000205029	OR5D16
ENSG00000152578	GRIA4
ENSG00000173369	C1QB
ENSG00000145863	GABRA6
ENSG00000160994	CCDC105
ENSG00000156284	CLDN8
ENSG00000205364	MT1M
ENSG00000135298	ADGRB3
ENSG00000163673	DCLK3
ENSG00000126545	CSN1S1
ENSG00000093072	ADA2
ENSG00000211749	TRBV23-1
ENSG00000280267	PRAMEF26
ENSG00000176988	FMR1NB
ENSG00000263715	LINC02210-CRHR1
ENSG00000169245	CXCL10
ENSG00000179520	SLC17A8
ENSG00000083457	ITGAE
ENSG00000198854	C1orf68
ENSG00000174145	NWD2
ENSG00000139874	SSTR1
ENSG00000177938	CAPZA3
ENSG00000160282	FTCD
ENSG00000175857	GAPT
ENSG00000229292	RFPL4AL1
ENSG00000239713	APOBEC3G
ENSG00000169413	RNASE6
ENSG00000184650	ODF4
ENSG00000211869	TRAJ20
ENSG00000285814	FAM90A14P
ENSG00000073754	CD5L
ENSG00000186075	ZPBP2
ENSG00000154263	ABCA10
ENSG00000185115	NSMCE3
ENSG00000234414	RBMY1A1
ENSG00000260314	MRC1
ENSG00000172425	TTC36
ENSG00000156140	ADAMTS3
ENSG00000225528	Z82206.1
ENSG00000186471	AKAP14
ENSG00000227196	IGHD4-23
ENSG00000232948	DEFB130A
ENSG00000211949	IGHV3-23
ENSG00000168621	GDNF
ENSG00000226650	KIF4B
ENSG00000143125	PROK1
ENSG00000269026	AC003006.1
ENSG00000173302	GPR148
ENSG00000263761	GDF2
ENSG00000124875	CXCL6
ENSG00000211966	IGHV5-51
ENSG00000186844	LCE1A
ENSG00000112562	SMOC2
ENSG00000237136	C4orf51
ENSG00000184999	SLC22A10
ENSG00000166948	TGM6
ENSG00000105954	NPVF
ENSG00000198674	OR10G6
ENSG00000164451	CALHM4
ENSG00000156564	LRFN2
ENSG00000256374	PPIAL4D
ENSG00000171722	SPATA46
ENSG00000180347	ITPRID1
ENSG00000152092	ASTN1
ENSG00000164588	HCN1
ENSG00000165583	SSX5
ENSG00000173239	LIPM
ENSG00000211847	TRAJ42
ENSG00000203795	FAM24A
ENSG00000162881	OXER1
ENSG00000123594	ATXN3L
ENSG00000158578	ALAS2
ENSG00000149575	SCN2B
ENSG00000146122	DAAM2
ENSG00000110243	APOA5
ENSG00000188655	RNASE9
ENSG00000115386	REG1A
ENSG00000176435	CLEC14A
ENSG00000233136	USP17L11
ENSG00000124557	BTN1A1
ENSG00000180447	GAS1
ENSG00000282939	TRBV7-2
ENSG00000159527	PGLYRP3
ENSG00000168903	BTNL3
ENSG00000179057	IGSF22
ENSG00000134020	PEBP4
ENSG00000187553	CYP26C1
ENSG00000152208	GRID2
ENSG00000133124	IRS4
ENSG00000179564	LSMEM2
ENSG00000166152	C16orf78
ENSG00000074803	SLC12A1
ENSG00000120436	GPR31
ENSG00000134216	CHIA
ENSG00000167419	LPO
ENSG00000133063	CHIT1
ENSG00000157131	C8A
ENSG00000145949	MYLK4
ENSG00000244474	UGT1A4
ENSG00000050030	NEXMIF
ENSG00000145861	C1QTNF2
ENSG00000155761	SPAG17
ENSG00000168928	CTRB2
ENSG00000091138	SLC26A3
ENSG00000204140	CLPSL1
ENSG00000240045	STRIT1
ENSG00000166341	DCHS1
ENSG00000134242	PTPN22
ENSG00000069018	TRPC7
ENSG00000150681	RGS18
ENSG00000173567	ADGRF3
ENSG00000123171	CCDC70
ENSG00000197683	KRTAP26-1
ENSG00000181927	OR4P4
ENSG00000250913	USP17L23
ENSG00000099960	SLC7A4
ENSG00000105492	SIGLEC6
ENSG00000178395	CCDC185
ENSG00000179144	GIMAP7
ENSG00000186925	KRTAP19-6
ENSG00000221954	OR4C12
ENSG00000113212	PCDHB7
ENSG00000259784	AC093525.1
ENSG00000177693	OR4F4
ENSG00000159189	C1QC
ENSG00000179636	TPPP2
ENSG00000183850	ZNF730
ENSG00000261456	TUBB8
ENSG00000075290	WNT8B
ENSG00000144649	GASK1A
ENSG00000146006	LRRTM2
ENSG00000130948	HSD17B3
ENSG00000185306	C12orf56
ENSG00000159708	LRRC36
ENSG00000142319	SLC6A3
ENSG00000182916	TCEAL7
ENSG00000147432	CHRNB3
ENSG00000173431	RNASE8
ENSG00000123165	ACTRT1
ENSG00000167360	OR51Q1
ENSG00000165383	LRRC18
ENSG00000281887	GIMAP1-GIMAP5
ENSG00000268988	SPANXN2
ENSG00000183230	CTNNA3
ENSG00000197253	TPSB2
ENSG00000132681	ATP1A4
ENSG00000204428	LY6G5C
ENSG00000197826	CFAP299
ENSG00000119913	TECTB
ENSG00000171495	MROH2B
ENSG00000166736	HTR3A
ENSG00000176294	OR4N2
ENSG00000138472	GUCA1C
ENSG00000213171	LINGO4
ENSG00000064218	DMRT3
ENSG00000118094	TREH
ENSG00000124134	KCNS1
ENSG00000257115	OR11H12
ENSG00000237388	OR4A47
ENSG00000115592	PRKAG3
ENSG00000150045	KLRF1
ENSG00000276040	SPATA31A7
ENSG00000237254	TRBV30
ENSG00000176900	OR51T1
ENSG00000211677	IGLC2
ENSG00000145626	UGT3A1
ENSG00000163499	CRYBA2
ENSG00000170748	RBMXL2
ENSG00000197705	KLHL14
ENSG00000186442	KRT3
ENSG00000187815	ZFP69
ENSG00000129152	MYOD1
ENSG00000181761	OR8H3
ENSG00000120251	GRIA2
ENSG00000181371	OR5M8
ENSG00000211810	TRAV29DV5
ENSG00000007038	PRSS21
ENSG00000213213	CCDC183
ENSG00000211817	TRAV38-2DV8
ENSG00000185155	MIXL1
ENSG00000087128	TMPRSS11E
ENSG00000181001	OR52N1
ENSG00000143595	AQP10
ENSG00000182674	KCNB2
ENSG00000164746	C7orf57
ENSG00000121570	DPPA4
ENSG00000106648	GALNTL5
ENSG00000139155	SLCO1C1
ENSG00000133800	LYVE1
ENSG00000198643	FAM3D
ENSG00000272804	KRTAP10-7
ENSG00000277058	HNRNPCL3
ENSG00000255713	OR4D2
ENSG00000203730	TEDDM1
ENSG00000229894	GK3P
ENSG00000126838	PZP
ENSG00000171657	GPR82
ENSG00000197079	KRT35
ENSG00000285162	AC004593.2
ENSG00000204595	DPRX
ENSG00000268465	AC008403.1
ENSG00000146453	PNLDC1
ENSG00000187545	PRAMEF10
ENSG00000188729	OSTN
ENSG00000128310	GALR3
ENSG00000172352	CDY1B
ENSG00000131355	ADGRE3
ENSG00000285946	AL162596.1
ENSG00000150048	CLEC1A
ENSG00000172188	OR4C11
ENSG00000197591	OR11L1
ENSG00000215113	CXorf49B
ENSG00000176547	OR4C3
ENSG00000040731	CDH10
ENSG00000174527	MYO1H
ENSG00000156282	CLDN17
ENSG00000167011	NAT16
ENSG00000187173	LCE2A
ENSG00000164309	CMYA5
ENSG00000168631	MUCL3
ENSG00000182050	MGAT4C
ENSG00000121634	GJA8
ENSG00000092607	TBX15
ENSG00000275572	GRIFIN
ENSG00000070748	CHAT
ENSG00000187773	DIPK1C
ENSG00000168356	SCN11A
ENSG00000274933	TBC1D3I
ENSG00000147183	CPXCR1
ENSG00000204532	ZSCAN5C
