Enesembl ID	Gene
ENSG00000135443	KRT85
ENSG00000214510	SPINK13
ENSG00000163492	CCDC141
ENSG00000163632	C3orf49
ENSG00000136297	MMD2
ENSG00000184698	OR51M1
ENSG00000196468	FGF16
ENSG00000211687	TRGJ2
ENSG00000288616	AC090373.2
ENSG00000158553	POM121L2
ENSG00000173826	KCNH6
ENSG00000135577	NMBR
ENSG00000109272	PF4V1
ENSG00000179776	CDH5
ENSG00000174339	OR2Y1
ENSG00000111404	RERGL
ENSG00000039139	DNAH5
ENSG00000159496	RGL4
ENSG00000163554	SPTA1
ENSG00000172322	CLEC12A
ENSG00000146221	TCTE1
ENSG00000142748	FCN3
ENSG00000283329	FAM240B
ENSG00000198092	TMPRSS11F
ENSG00000115263	GCG
ENSG00000205186	FABP9
ENSG00000255274	SMIM35
ENSG00000106278	PTPRZ1
ENSG00000269433	OPN1MW3
ENSG00000228517	CT47A7
ENSG00000124205	EDN3
ENSG00000100351	GRAP2
ENSG00000188175	HEPACAM2
ENSG00000018625	ATP1A2
ENSG00000212724	KRTAP2-3
ENSG00000203877	RIPPLY2
ENSG00000115896	PLCL1
ENSG00000282089	IGHD3OR15-3B
ENSG00000156206	CFAP161
ENSG00000118094	TREH
ENSG00000179698	WDR97
ENSG00000186086	NBPF6
ENSG00000198046	ZNF667
ENSG00000168952	STXBP6
ENSG00000123843	C4BPB
ENSG00000211772	TRBC2
ENSG00000188770	OPTC
ENSG00000211917	IGHD3-16
ENSG00000236125	USP17L4
ENSG00000007001	UPP2
ENSG00000230268	SSU72P8
ENSG00000162771	FAM71A
ENSG00000215595	C20orf202
ENSG00000177992	SPATA31E1
ENSG00000198601	OR2M2
ENSG00000116147	TNR
ENSG00000275158	TRBV12-5
ENSG00000173467	AGR3
ENSG00000157884	CIB4
ENSG00000204195	AWAT1
ENSG00000215912	TTC34
ENSG00000249222	ATP5MGL
ENSG00000143416	SELENBP1
ENSG00000158486	DNAH3
ENSG00000172794	RAB37
ENSG00000053438	NNAT
ENSG00000108576	SLC6A4
ENSG00000176230	OR4K17
ENSG00000105929	ATP6V0A4
ENSG00000237330	RNF223
ENSG00000105122	RASAL3
ENSG00000235268	KDM4E
ENSG00000183709	IFNL2
ENSG00000285218	AC026316.4
ENSG00000180974	OR52E4
ENSG00000167644	C19orf33
ENSG00000181867	FTMT
ENSG00000104722	NEFM
ENSG00000196350	ZNF729
ENSG00000091831	ESR1
ENSG00000122728	TAF1L
ENSG00000169800	RBMY1F
ENSG00000163520	FBLN2
ENSG00000157554	ERG
ENSG00000101425	BPI
ENSG00000142319	SLC6A3
ENSG00000274252	GGTLC3
ENSG00000169508	GPR183
ENSG00000183134	PTGDR2
ENSG00000128713	HOXD11
ENSG00000135905	DOCK10
ENSG00000286014	SPDYE15
ENSG00000158106	RHPN1
ENSG00000284844	AP000812.3
ENSG00000130427	EPO
ENSG00000182578	CSF1R
ENSG00000253537	PCDHGA7
ENSG00000214107	MAGEB1
ENSG00000167286	CD3D
ENSG00000198077	CYP2A7
ENSG00000224578	HNRNPA1P48
ENSG00000250803	AC010255.2
ENSG00000184650	ODF4
ENSG00000005001	PRSS22
ENSG00000228727	SAPCD1
ENSG00000145087	STXBP5L
ENSG00000197241	SLC2A7
ENSG00000169194	IL13
ENSG00000236279	CLEC2L
ENSG00000167664	TMIGD2
ENSG00000268916	CSAG3
ENSG00000205029	OR5D16
ENSG00000108688	CCL7
ENSG00000173452	TMEM196
ENSG00000177994	C2orf73
ENSG00000187037	GPR141
ENSG00000184185	KCNJ12
ENSG00000187612	OR5W2
ENSG00000198019	FCGR1B
ENSG00000189182	KRT77
ENSG00000214360	EFCAB9
ENSG00000235699	CXorf51B
ENSG00000125533	BHLHE23
ENSG00000158865	SLC5A11
ENSG00000268738	HSFX2
ENSG00000166960	CCDC178
ENSG00000105695	MAG
ENSG00000135409	AMHR2
ENSG00000105219	CCNP
ENSG00000151062	CACNA2D4
ENSG00000186628	FSD2
ENSG00000197233	OR1J2
ENSG00000211672	IGLV4-3
ENSG00000179593	ALOX15B
ENSG00000101883	RHOXF1
ENSG00000172215	CXCR6
ENSG00000185198	PRSS57
ENSG00000066923	STAG3
ENSG00000143556	S100A7
ENSG00000204887	KRTAP1-4
ENSG00000163072	NOSTRIN
ENSG00000237247	MBD3L5
ENSG00000176774	MAGEB18
ENSG00000186009	ATP4B
ENSG00000111291	GPRC5D
ENSG00000136573	BLK
ENSG00000253305	PCDHGB6
ENSG00000257591	ZNF625
ENSG00000131951	LRRC9
ENSG00000272196	H2AC19
ENSG00000187902	SHISA7
ENSG00000172487	OR8J1
ENSG00000128606	LRRC17
ENSG00000187144	SPATA21
ENSG00000181074	OR52N4
ENSG00000134072	CAMK1
ENSG00000171401	KRT13
ENSG00000182601	HS3ST4
ENSG00000164334	FAM170A
ENSG00000211638	IGLV8-61
ENSG00000159248	GJD2
ENSG00000177301	KCNA2
ENSG00000204176	SYT15
ENSG00000205784	ARRDC5
ENSG00000080618	CPB2
ENSG00000101276	SLC52A3
ENSG00000166676	TVP23A
ENSG00000197430	OPALIN
ENSG00000264717	NPY4R2
ENSG00000268994	FAM236B
ENSG00000204897	KRT25
ENSG00000172771	EFCAB12
ENSG00000155657	TTN
ENSG00000177558	FAM187B
ENSG00000153779	TGIF2LX
ENSG00000226784	PGAM4
ENSG00000185056	C5orf47
ENSG00000103313	MEFV
ENSG00000198822	GRM3
ENSG00000182508	LHFPL1
ENSG00000278558	TMEM191B
ENSG00000124089	MC3R
ENSG00000196832	OR11G2
ENSG00000165863	C10orf82
ENSG00000253188	TRBV6-7
ENSG00000163673	DCLK3
ENSG00000203756	TMEM244
ENSG00000244242	IFITM10
ENSG00000231989	PPP1R2B
ENSG00000211658	IGLV3-27
ENSG00000166926	MS4A6E
ENSG00000119715	ESRRB
ENSG00000111319	SCNN1A
ENSG00000166448	TMEM130
ENSG00000144550	CPNE9
ENSG00000162931	TRIM17
ENSG00000152939	MARVELD2
ENSG00000154165	GPR15
ENSG00000138622	HCN4
ENSG00000144852	NR1I2
ENSG00000164756	SLC30A8
ENSG00000151033	LYZL2
ENSG00000165246	NLGN4Y
ENSG00000139908	TSSK4
ENSG00000215372	ZNF705G
ENSG00000133105	RXFP2
ENSG00000205809	KLRC2
ENSG00000064787	BCAS1
ENSG00000184545	DUSP8
ENSG00000211797	TRAV17
ENSG00000233802	TRIM49D2
ENSG00000204511	MCCD1
ENSG00000225526	MKRN2OS
ENSG00000106128	GHRHR
ENSG00000188425	NANOS2
ENSG00000211693	TRGV11
ENSG00000256436	TAS2R31
ENSG00000100365	NCF4
ENSG00000233999	IGKV3OR2-268
ENSG00000198326	TMEM239
ENSG00000130643	CALY
ENSG00000165807	PPP1R36
ENSG00000211882	TRAJ7
ENSG00000171657	GPR82
ENSG00000186049	KRT73
ENSG00000174448	STARD6
ENSG00000124134	KCNS1
ENSG00000175946	KLHL38
ENSG00000229769	TRBV10-2
ENSG00000175664	TEX26
ENSG00000214700	C12orf71
ENSG00000236980	C3orf84
ENSG00000160951	PTGER1
ENSG00000178021	TSPYL6
ENSG00000234829	IFNA17
ENSG00000162739	SLAMF6
ENSG00000187510	PLEKHG7
ENSG00000128482	RNF112
ENSG00000165471	MBL2
ENSG00000154080	CHST9
ENSG00000258472	AC005726.1
ENSG00000086991	NOX4
ENSG00000124157	SEMG2
ENSG00000160013	PTGIR
ENSG00000158481	CD1C
ENSG00000109452	INPP4B
ENSG00000071991	CDH19
ENSG00000215474	SKOR2
ENSG00000129673	AANAT
ENSG00000144962	SPATA16
ENSG00000197653	DNAH10
ENSG00000196735	HLA-DQA1
ENSG00000138315	OIT3
ENSG00000036828	CASR
ENSG00000111863	ADTRP
ENSG00000237388	OR4A47
ENSG00000258873	DUXA
ENSG00000169900	PYDC1
ENSG00000174808	BTC
ENSG00000214686	IQCF6
ENSG00000182950	ODF3L1
ENSG00000154415	PPP1R3A
ENSG00000197416	FABP12
ENSG00000197084	LCE1C
ENSG00000188340	OR6N2
ENSG00000086548	CEACAM6
ENSG00000182631	RXFP3
ENSG00000205426	KRT81
ENSG00000188672	RHCE
ENSG00000181631	P2RY13
ENSG00000181562	EDDM3A
ENSG00000182566	CLEC4G
ENSG00000178562	CD28
ENSG00000010671	BTK
ENSG00000188694	KRTAP24-1
ENSG00000214290	COLCA2
ENSG00000250745	USP17L20
ENSG00000276597	TRBV11-3
ENSG00000124143	ARHGAP40
ENSG00000173406	DAB1
ENSG00000233655	IGHD4-4
ENSG00000105467	SYNGR4
ENSG00000109684	CLNK
ENSG00000165323	FAT3
ENSG00000112761	CCN6
ENSG00000181371	OR5M8
ENSG00000196589	MBD3L2B
ENSG00000244025	KRTAP19-3
ENSG00000283288	SMIM33
ENSG00000171396	KRTAP4-4
ENSG00000108244	KRT23
ENSG00000145107	TM4SF19
ENSG00000170549	IRX1
ENSG00000145879	SPINK7
ENSG00000179919	OR10A7
ENSG00000106560	GIMAP2
ENSG00000128313	APOL5
ENSG00000221900	POM121L12
ENSG00000229924	FAM90A26
ENSG00000128250	RFPL1
ENSG00000180988	OR52N2
ENSG00000284505	LYNX1-SLURP2
ENSG00000211764	TRBJ2-1
ENSG00000147262	GPR119
ENSG00000101916	TLR8
ENSG00000170382	LRRN2
ENSG00000056291	NPFFR2
ENSG00000014257	ACP3
ENSG00000284042	TAF11L6
ENSG00000283776	TAF11L13
ENSG00000211780	TRAV6
ENSG00000091879	ANGPT2
ENSG00000175699	CCDC197
ENSG00000178804	H1-8
ENSG00000178125	PPP1R42
ENSG00000123561	SERPINA7
ENSG00000180871	CXCR2
ENSG00000160862	AZGP1
ENSG00000179774	ATOH7
ENSG00000170956	CEACAM3
ENSG00000174521	TTC9B
ENSG00000121318	TAS2R10
ENSG00000257767	AC002996.1
ENSG00000168143	FAM83B
ENSG00000126500	FLRT1
ENSG00000184786	DYNLT2
ENSG00000283787	PRR33
ENSG00000146192	FGD2
ENSG00000196767	POU3F4
ENSG00000156510	HKDC1
ENSG00000172137	CALB2
ENSG00000102387	TAF7L
ENSG00000006788	MYH13
ENSG00000177291	GJD4
ENSG00000205085	FAM71F2
ENSG00000084636	COL16A1
ENSG00000278030	TRBV7-9
ENSG00000161992	PRR35
ENSG00000196932	TMEM26
ENSG00000117151	CTBS
ENSG00000242252	BGLAP
ENSG00000211640	IGLV6-57
ENSG00000137675	MMP27
ENSG00000274749	KRTAP7-1
ENSG00000277535	AL772284.1
ENSG00000255501	CARD18
ENSG00000211880	TRAJ9
ENSG00000244094	SPRR2F
ENSG00000144010	TRIM43B
ENSG00000167077	MEI1
ENSG00000204583	LRCOL1
ENSG00000224586	GPX5
ENSG00000204505	PRAMEF9
ENSG00000178473	UCN3
ENSG00000074803	SLC12A1
ENSG00000175267	VWA3A
ENSG00000117215	PLA2G2D
ENSG00000267001	AC006538.2
ENSG00000288607	AC012254.6
ENSG00000288631	AC012254.7
ENSG00000238074	TSPY9P
ENSG00000140067	FAM181A
ENSG00000082556	OPRK1
ENSG00000272297	AC018709.1
ENSG00000146926	ASB10
ENSG00000228927	TSPY3
ENSG00000135175	OCM2
ENSG00000198734	F5
ENSG00000171804	WDR87
ENSG00000133392	MYH11
ENSG00000249437	NAIP
ENSG00000183734	ASCL2
ENSG00000176198	OR11H4
ENSG00000254466	OR4D10
ENSG00000282301	CYP3A7-CYP3A51P
ENSG00000173698	ADGRG2
ENSG00000163833	FBXO40
ENSG00000211753	TRBV28
ENSG00000206260	PRR23A
ENSG00000211873	TRAJ16
ENSG00000131771	PPP1R1B
ENSG00000285526	AC020907.6
ENSG00000107018	RLN1
ENSG00000178386	ZNF223
ENSG00000118702	GHRH
ENSG00000214782	MS4A18
ENSG00000259417	CTXND1
ENSG00000181958	OR4A15
ENSG00000242574	HLA-DMB
ENSG00000132164	SLC6A11
ENSG00000283039	KLF18
ENSG00000186891	TNFRSF18
ENSG00000186513	OR9Q2
ENSG00000155714	PDZD9
ENSG00000188580	NKAIN2
ENSG00000214711	CAPN14
ENSG00000130513	GDF15
ENSG00000106336	FBXO24
ENSG00000168539	CHRM1
ENSG00000235387	SPAAR
ENSG00000204006	C1orf185
ENSG00000235942	LCE6A
ENSG00000205002	AARD
ENSG00000160183	TMPRSS3
ENSG00000178597	PSAPL1
ENSG00000257921	AC025165.3
ENSG00000162494	LRRC38
ENSG00000215545	DEFB116
ENSG00000124721	DNAH8
ENSG00000186529	CYP4F3
ENSG00000275163	AC117457.1
ENSG00000138378	STAT4
ENSG00000138316	ADAMTS14
ENSG00000198443	KRTAP4-1
ENSG00000078549	ADCYAP1R1
ENSG00000186150	UBL4B
ENSG00000105205	CLC
ENSG00000079263	SP140
ENSG00000176231	OR10H4
ENSG00000263155	MYZAP
ENSG00000212659	KRTAP9-6
ENSG00000172320	OR5A1
ENSG00000238083	LRRC37A2
ENSG00000280709	LINC02203
ENSG00000116690	PRG4
ENSG00000182310	SPACA6
ENSG00000184507	NUTM1
ENSG00000170454	KRT75
ENSG00000211826	TRDJ4
ENSG00000169856	ONECUT1
ENSG00000288614	AL031178.1
ENSG00000187048	CYP4A11
ENSG00000278139	P3R3URF-PIK3R3
ENSG00000211958	IGHV3-38
ENSG00000055955	ITIH4
ENSG00000285447	ZNF883
ENSG00000196811	CHRNG
ENSG00000124343	XG
ENSG00000070748	CHAT
ENSG00000150201	FXYD4
ENSG00000101323	HAO1
ENSG00000168930	TRIM49
ENSG00000162877	PM20D1
ENSG00000272514	CFAP206
ENSG00000177414	UBE2U
ENSG00000167014	TERB2
ENSG00000172901	LVRN
ENSG00000204385	SLC44A4
ENSG00000197706	OR6C74
ENSG00000186788	SPATA31D3
ENSG00000186803	IFNA10
ENSG00000225932	CTAGE4
ENSG00000151838	CCDC175
ENSG00000115604	IL18R1
ENSG00000134539	KLRD1
ENSG00000183644	HOATZ
ENSG00000138271	GPR87
ENSG00000188379	IFNA2
ENSG00000137976	DNASE2B
ENSG00000197921	HES5
ENSG00000179615	OR2AP1
ENSG00000138653	NDST4
ENSG00000170605	OR9K2
ENSG00000150551	LYPD1
ENSG00000163705	FANCD2OS
ENSG00000100448	CTSG
ENSG00000122733	PHF24
ENSG00000284465	TAF11L7
ENSG00000176547	OR4C3
ENSG00000163563	MNDA
ENSG00000211776	TRAV2
ENSG00000081148	IMPG2
ENSG00000172188	OR4C11
ENSG00000197057	DTHD1
ENSG00000187554	TLR5
ENSG00000144891	AGTR1
ENSG00000205864	KRTAP5-6
ENSG00000185972	CCIN
ENSG00000130950	NUTM2F
ENSG00000150782	IL18
ENSG00000206026	SMIM21
ENSG00000104499	GML
ENSG00000171346	KRT15
ENSG00000255587	RAB44
ENSG00000021852	C8B
ENSG00000148053	NTRK2
ENSG00000198488	B3GNT6
ENSG00000234289	H2BS1
ENSG00000156222	SLC28A1
ENSG00000184985	SORCS2
ENSG00000142484	TM4SF5
ENSG00000130300	PLVAP
ENSG00000176595	KBTBD11
ENSG00000184895	SRY
ENSG00000139193	CD27
ENSG00000171201	SMR3B
ENSG00000204963	PCDHA7
ENSG00000137648	TMPRSS4
ENSG00000254979	AP000781.2
ENSG00000101446	SPINT3
ENSG00000170099	SERPINA6
ENSG00000173369	C1QB
ENSG00000182793	GSTA5
ENSG00000196099	OR6M1
ENSG00000243566	UPK3B
ENSG00000234828	IQCM
ENSG00000187180	LCE2C
ENSG00000128519	TAS2R16
ENSG00000145416	MARCHF1
ENSG00000168631	MUCL3
ENSG00000182132	KCNIP1
ENSG00000161850	KRT82
ENSG00000261667	LY6L
ENSG00000211692	TRGJP1
ENSG00000187848	P2RX2
ENSG00000162510	MATN1
ENSG00000282133	TRBJ1-3
ENSG00000285975	FAM90A7P
ENSG00000244437	IGKV3-15
ENSG00000261717	AC009163.5
ENSG00000141161	UNC45B
ENSG00000092051	JPH4
ENSG00000211970	IGHV4-61
ENSG00000174667	OR7D4
ENSG00000198732	SMOC1
ENSG00000198829	SUCNR1
ENSG00000115598	IL1RL2
ENSG00000123838	C4BPA
ENSG00000198028	ZNF560
ENSG00000211818	TRAV39
ENSG00000100170	SLC5A1
ENSG00000185052	SLC24A3
ENSG00000149575	SCN2B
ENSG00000081237	PTPRC
ENSG00000178015	GPR150
ENSG00000204001	LCN8
ENSG00000145491	ROPN1L
ENSG00000162398	LEXM
ENSG00000077092	RARB
ENSG00000121310	ECHDC2
ENSG00000182795	C1orf116
ENSG00000198178	CLEC4C
ENSG00000188100	FAM25A
ENSG00000113263	ITK
ENSG00000283632	EXOC3L2
ENSG00000055957	ITIH1
ENSG00000090402	SI
ENSG00000134571	MYBPC3
ENSG00000151655	ITIH2
ENSG00000186377	CYP4X1
ENSG00000168131	OR2B2
ENSG00000053328	METTL24
ENSG00000275113	GAGE2E
ENSG00000177494	ZBED2
ENSG00000182931	WFDC10B
ENSG00000180432	CYP8B1
ENSG00000204344	STK19
ENSG00000211649	IGLV7-46
ENSG00000184293	CLECL1
ENSG00000176381	PRR18
ENSG00000160781	PAQR6
ENSG00000184361	SPATA32
ENSG00000268902	CSAG2
ENSG00000164871	SPAG11B
ENSG00000204839	MROH6
ENSG00000164007	CLDN19
ENSG00000166896	ATP23
ENSG00000166405	RIC3
ENSG00000237452	MEIOSIN
ENSG00000211768	TRBJ2-4
ENSG00000164500	SPATA48
ENSG00000198185	ZNF334
ENSG00000170819	BFSP2
ENSG00000011201	ANOS1
ENSG00000249961	TERB1
ENSG00000256374	PPIAL4D
ENSG00000182083	OR6B2
ENSG00000183837	PNMA3
ENSG00000162105	SHANK2
ENSG00000111452	ADGRD1
ENSG00000236170	IGHD1-1
ENSG00000206043	C18orf63
ENSG00000179930	ZNF648
ENSG00000008438	PGLYRP1
ENSG00000156575	PRG3
ENSG00000183269	OR52E8
ENSG00000211795	TRAV8-6
ENSG00000271178	IGHV3OR16-13
ENSG00000285868	AC008676.3
ENSG00000125637	PSD4
ENSG00000269526	ERVV-1
ENSG00000167612	ANKRD33
ENSG00000169340	PDILT
ENSG00000242472	IGHJ5
ENSG00000036473	OTC
ENSG00000171433	GLOD5
ENSG00000158113	LRRC43
ENSG00000138483	CCDC54
ENSG00000276410	H2BC3
ENSG00000198774	RASSF9
ENSG00000206013	IFITM5
ENSG00000182938	OTOP3
ENSG00000183153	GJD3
ENSG00000178591	DEFB125
ENSG00000178796	RIIAD1
ENSG00000169282	KCNAB1
ENSG00000163239	TDRD10
ENSG00000275152	CCL16
ENSG00000107447	DNTT
ENSG00000173578	XCR1
ENSG00000186334	SLC36A3
ENSG00000185518	SV2B
ENSG00000237702	TRBV3-1
ENSG00000101342	TLDC2
ENSG00000136110	CNMD
ENSG00000263961	RHEX
ENSG00000150394	CDH8
ENSG00000157060	SHCBP1L
ENSG00000118017	A4GNT
ENSG00000211734	TRBV5-1
ENSG00000185662	SMIM23
ENSG00000211682	IGLJ6
ENSG00000185105	MYADML2
ENSG00000165118	C9orf64
ENSG00000145839	IL9
ENSG00000118160	SLC8A2
ENSG00000255346	NOX5
ENSG00000189169	KRTAP10-12
ENSG00000258453	OR11H2
ENSG00000185303	SFTPA2
ENSG00000143185	XCL2
ENSG00000182783	OR2T29
ENSG00000259261	IGHV4OR15-8
ENSG00000198033	TUBA3C
ENSG00000234068	PAGE2
ENSG00000175121	WFDC5
ENSG00000149292	TTC12
ENSG00000261652	C15orf65
ENSG00000172349	IL16
ENSG00000255245	FXYD6-FXYD2
ENSG00000168140	VASN
ENSG00000154269	ENPP3
ENSG00000117281	CD160
ENSG00000147724	FAM135B
ENSG00000176920	FUT2
ENSG00000142530	FAM71E1
ENSG00000177409	SAMD9L
ENSG00000134020	PEBP4
ENSG00000169313	P2RY12
ENSG00000039068	CDH1
ENSG00000166006	KCNC2
ENSG00000269699	ZIM2
ENSG00000206474	OR10C1
ENSG00000156096	UGT2B4
ENSG00000080031	PTPRH
ENSG00000151023	ENKUR
ENSG00000169885	CALML6
ENSG00000180386	KRTAP9-7
ENSG00000166415	WDR72
ENSG00000176495	OR5AN1
ENSG00000214414	TRIM77
ENSG00000275791	TRBV10-3
ENSG00000163206	SMCP
ENSG00000223865	HLA-DPB1
ENSG00000268799	H3Y2
ENSG00000277475	AC213203.2
ENSG00000125965	GDF5
ENSG00000136383	ALPK3
ENSG00000145826	LECT2
ENSG00000186198	SLC51B
ENSG00000106648	GALNTL5
ENSG00000161640	SIGLEC11
ENSG00000184845	DRD1
ENSG00000100450	GZMH
ENSG00000164309	CMYA5
ENSG00000162188	GNG3
ENSG00000180616	SSTR2
ENSG00000184867	ARMCX2
ENSG00000152578	GRIA4
ENSG00000183813	CCR4
ENSG00000187908	DMBT1
ENSG00000145194	ECE2
ENSG00000187175	KRTAP12-1
ENSG00000197253	TPSB2
ENSG00000126218	F10
ENSG00000203661	OR2T5
ENSG00000269720	CCDC194
ENSG00000196421	C20orf204
ENSG00000175077	RTP1
ENSG00000181616	OR52H1
ENSG00000165841	CYP2C19
ENSG00000198400	NTRK1
ENSG00000203908	KHDC3L
ENSG00000121898	CPXM2
ENSG00000154262	ABCA6
ENSG00000145945	FAM50B
ENSG00000275243	TRBV16
ENSG00000007129	CEACAM21
ENSG00000187944	C2orf66
ENSG00000164744	SUN3
ENSG00000232030	MAGEB6B
ENSG00000284723	OR8S1
ENSG00000186119	OR5D18
ENSG00000187806	TMEM202
ENSG00000176269	OR4F21
ENSG00000170790	OR10A2
ENSG00000142347	MYO1F
ENSG00000126264	HCST
ENSG00000184005	ST6GALNAC3
