Enesembl ID	Gene
ENSG00000106648	GALNTL5
ENSG00000273706	LHX1
ENSG00000215269	GAGE12G
ENSG00000089250	NOS1
ENSG00000034971	MYOC
ENSG00000277586	NEFL
ENSG00000212122	TSSK1B
ENSG00000077498	TYR
ENSG00000181291	TMEM132E
ENSG00000204532	ZSCAN5C
ENSG00000251537	AC005324.2
ENSG00000104941	RSPH6A
ENSG00000172421	EFCAB3
ENSG00000100156	SLC16A8
ENSG00000105717	PBX4
ENSG00000081248	CACNA1S
ENSG00000127588	GNG13
ENSG00000072041	SLC6A15
ENSG00000154227	CERS3
ENSG00000179542	SLITRK4
ENSG00000165583	SSX5
ENSG00000181143	MUC16
ENSG00000157093	LYZL4
ENSG00000172410	INSL5
ENSG00000123119	NECAB1
ENSG00000113262	GRM6
ENSG00000184811	TRARG1
ENSG00000270946	CT45A9
ENSG00000137473	TTC29
ENSG00000133454	MYO18B
ENSG00000168830	HTR1E
ENSG00000274600	RIMBP3B
ENSG00000132932	ATP8A2
ENSG00000126856	PRDM7
ENSG00000083307	GRHL2
ENSG00000259384	GH1
ENSG00000104888	SLC17A7
ENSG00000134533	RERG
ENSG00000113303	BTNL8
ENSG00000164600	NEUROD6
ENSG00000169760	NLGN1
ENSG00000213417	KRTAP2-4
ENSG00000213088	ACKR1
ENSG00000126233	SLURP1
ENSG00000224089	CT47A10
ENSG00000162706	CADM3
ENSG00000180697	C3orf22
ENSG00000198021	SPANXA1
ENSG00000173467	AGR3
ENSG00000139567	ACVRL1
ENSG00000206107	KRTAP27-1
ENSG00000205186	FABP9
ENSG00000081800	SLC13A1
ENSG00000171403	KRT9
ENSG00000177143	CETN1
ENSG00000166959	MS4A8
ENSG00000186526	CYP4F8
ENSG00000274274	GAGE13
ENSG00000108684	ASIC2
ENSG00000187957	DNER
ENSG00000109208	SMR3A
ENSG00000120658	ENOX1
ENSG00000197641	SERPINB13
ENSG00000185231	MC2R
ENSG00000113212	PCDHB7
ENSG00000155966	AFF2
ENSG00000178562	CD28
ENSG00000153064	BANK1
ENSG00000188334	BSPH1
ENSG00000163285	GABRG1
ENSG00000231292	IGKV1OR2-108
ENSG00000196406	SPANXD
ENSG00000139656	SMIM2
ENSG00000126545	CSN1S1
ENSG00000149651	SPINT4
ENSG00000174576	NPAS4
ENSG00000166091	CMTM5
ENSG00000103089	FA2H
ENSG00000156282	CLDN17
ENSG00000204361	NXPE2
ENSG00000131050	BPIFA2
ENSG00000152049	KCNE4
ENSG00000241476	SSX2
ENSG00000151952	TMEM132D
ENSG00000182566	CLEC4G
ENSG00000050628	PTGER3
ENSG00000205944	DAZ2
ENSG00000187242	KRT12
ENSG00000158901	WFDC8
ENSG00000171989	LDHAL6B
ENSG00000133020	MYH8
ENSG00000007350	TKTL1
ENSG00000181778	TMEM252
ENSG00000095917	TPSD1
ENSG00000101825	MXRA5
ENSG00000100842	EFS
ENSG00000089225	TBX5
ENSG00000169704	GP9
ENSG00000184599	TAFA3
ENSG00000167757	KLK11
ENSG00000186049	KRT73
ENSG00000089101	CFAP61
ENSG00000215853	RPTN
ENSG00000257743	MGAM2
ENSG00000138161	CUZD1
ENSG00000168631	MUCL3
ENSG00000007174	DNAH9
ENSG00000171209	CSN3
ENSG00000162594	IL23R
ENSG00000145700	ANKRD31
ENSG00000153294	ADGRF4
ENSG00000142621	FHAD1
ENSG00000172023	REG1B
ENSG00000011590	ZBTB32
ENSG00000232629	HLA-DQB2
ENSG00000102021	LUZP4
ENSG00000164047	CAMP
ENSG00000164746	C7orf57
ENSG00000176256	HMGB4
ENSG00000157119	KLHL40
ENSG00000172350	ABCG4
ENSG00000161849	KRT84
ENSG00000114487	MORC1
ENSG00000124935	SCGB1D2
ENSG00000187783	TMEM72
ENSG00000177023	DEFB104B
ENSG00000178235	SLITRK1
ENSG00000162438	CTRC
ENSG00000075673	ATP12A
ENSG00000133083	DCLK1
ENSG00000224659	GAGE12J
ENSG00000154319	FAM167A
ENSG00000153779	TGIF2LX
ENSG00000159763	PIP
ENSG00000242766	IGKV1D-17
ENSG00000204195	AWAT1
ENSG00000121743	GJA3
ENSG00000204291	COL15A1
ENSG00000126752	SSX1
ENSG00000197506	SLC28A3
ENSG00000170465	KRT6C
ENSG00000177504	VCX2
ENSG00000151067	CACNA1C
ENSG00000188263	IL17REL
ENSG00000111262	KCNA1
ENSG00000137975	CLCA2
ENSG00000153002	CPB1
ENSG00000204396	VWA7
ENSG00000124089	MC3R
ENSG00000148948	LRRC4C
ENSG00000109061	MYH1
ENSG00000116726	PRAMEF12
ENSG00000118434	SPACA1
ENSG00000137101	CD72
ENSG00000087128	TMPRSS11E
ENSG00000184302	SIX6
ENSG00000235376	RPEL1
ENSG00000184361	SPATA32
ENSG00000183831	ANKRD45
ENSG00000197893	NRAP
ENSG00000087250	MT3
ENSG00000119514	GALNT12
ENSG00000102104	RS1
ENSG00000188694	KRTAP24-1
ENSG00000172031	EPHX4
ENSG00000012223	LTF
ENSG00000167754	KLK5
ENSG00000156097	GPR61
ENSG00000156284	CLDN8
ENSG00000205810	KLRC3
ENSG00000115593	SMYD1
ENSG00000176697	BDNF
ENSG00000126583	PRKCG
ENSG00000205927	OLIG2
ENSG00000156689	GLYATL2
ENSG00000187003	ACTL7A
ENSG00000099399	MAGEB2
ENSG00000169605	GKN1
ENSG00000170369	CST2
ENSG00000147160	AWAT2
ENSG00000164325	TMEM174
ENSG00000204851	PNMA8B
ENSG00000067715	SYT1
ENSG00000185002	RFX6
ENSG00000123165	ACTRT1
ENSG00000096006	CRISP3
ENSG00000169313	P2RY12
ENSG00000103023	PRSS54
ENSG00000198883	PNMA5
ENSG00000117560	FASLG
ENSG00000172940	SLC22A13
ENSG00000198759	EGFL6
ENSG00000112280	COL9A1
ENSG00000147206	NXF3
ENSG00000196338	NLGN3
ENSG00000129873	CDY2B
ENSG00000269058	CALR3
ENSG00000109132	PHOX2B
ENSG00000152969	JAKMIP1
ENSG00000171587	DSCAM
ENSG00000167759	KLK13
ENSG00000102468	HTR2A
ENSG00000185933	CALHM1
ENSG00000108018	SORCS1
ENSG00000167195	GOLGA6C
ENSG00000214518	KRTAP2-2
ENSG00000184033	CTAG1B
ENSG00000067842	ATP2B3
ENSG00000136352	NKX2-1
ENSG00000100427	MLC1
ENSG00000131059	BPIFA3
ENSG00000105205	CLC
ENSG00000166268	MYRFL
ENSG00000181626	ANKRD62
ENSG00000169064	ZBBX
ENSG00000125492	BARHL1
ENSG00000166603	MC4R
ENSG00000158258	CLSTN2
ENSG00000167139	TBC1D21
ENSG00000196353	CPNE4
ENSG00000143556	S100A7
ENSG00000236446	CT47B1
ENSG00000172901	LVRN
ENSG00000130595	TNNT3
ENSG00000185640	KRT79
ENSG00000167748	KLK1
ENSG00000273513	TBC1D3K
ENSG00000123307	NEUROD4
ENSG00000143006	DMRTB1
ENSG00000161911	TREML1
ENSG00000182583	VCX
ENSG00000143520	FLG2
ENSG00000124196	GTSF1L
ENSG00000204544	MUC21
ENSG00000163751	CPA3
ENSG00000198788	MUC2
ENSG00000152214	RIT2
ENSG00000149256	TENM4
ENSG00000169474	SPRR1A
ENSG00000116218	NPHS2
ENSG00000083782	EPYC
ENSG00000228517	CT47A7
ENSG00000167157	PRRX2
ENSG00000133246	PRAM1
ENSG00000233803	TSPY4
ENSG00000163283	ALPP
ENSG00000118492	ADGB
ENSG00000178538	CA8
ENSG00000171116	HSFX1
ENSG00000180828	BHLHE22
ENSG00000011028	MRC2
ENSG00000040731	CDH10
ENSG00000198400	NTRK1
ENSG00000011677	GABRA3
ENSG00000176979	TRIM60
ENSG00000144339	TMEFF2
ENSG00000239819	IGKV1D-8
ENSG00000154438	ASZ1
ENSG00000125820	NKX2-2
ENSG00000107611	CUBN
ENSG00000274226	TBC1D3H
ENSG00000101298	SNPH
ENSG00000154493	C10orf90
ENSG00000111783	RFX4
ENSG00000186150	UBL4B
ENSG00000164270	HTR4
ENSG00000124493	GRM4
ENSG00000101251	SEL1L2
ENSG00000237763	AMY1A
ENSG00000146938	NLGN4X
ENSG00000113196	HAND1
ENSG00000155066	PROM2
ENSG00000236424	TSPY10
ENSG00000111344	RASAL1
ENSG00000101938	CHRDL1
ENSG00000160882	CYP11B1
ENSG00000142025	DMRTC2
ENSG00000170893	TRH
ENSG00000178804	H1-8
ENSG00000153233	PTPRR
ENSG00000154645	CHODL
ENSG00000168143	FAM83B
ENSG00000106278	PTPRZ1
ENSG00000162374	ELAVL4
ENSG00000016402	IL20RA
ENSG00000182346	DAOA
ENSG00000286228	SPDYE11
ENSG00000177673	TEX44
ENSG00000162728	KCNJ9
ENSG00000204538	PSORS1C2
ENSG00000166428	PLD4
ENSG00000167207	NOD2
ENSG00000164363	SLC6A18
ENSG00000130167	TSPAN16
ENSG00000120289	MAGEB4
ENSG00000151490	PTPRO
ENSG00000134765	DSC1
ENSG00000154330	PGM5
ENSG00000166426	CRABP1
ENSG00000095110	NXPE1
ENSG00000162992	NEUROD1
ENSG00000145113	MUC4
ENSG00000182591	KRTAP11-1
ENSG00000156564	LRFN2
ENSG00000204941	PSG5
ENSG00000188120	DAZ1
ENSG00000165553	NGB
ENSG00000091664	SLC17A6
ENSG00000149534	MS4A2
ENSG00000124334	IL9R
ENSG00000143858	SYT2
ENSG00000205108	FAM205A
ENSG00000178342	KCNG2
ENSG00000181585	TMIE
ENSG00000108255	CRYBA1
ENSG00000188425	NANOS2
ENSG00000063515	GSC2
ENSG00000156103	MMP16
ENSG00000101438	SLC32A1
ENSG00000166069	TMCO5A
ENSG00000174611	KY
ENSG00000172179	PRL
ENSG00000166527	CLEC4D
ENSG00000119973	PRLHR
ENSG00000184347	SLIT3
ENSG00000163661	PTX3
ENSG00000042813	ZPBP
ENSG00000146926	ASB10
ENSG00000136535	TBR1
ENSG00000185306	C12orf56
ENSG00000136155	SCEL
ENSG00000124232	RBPJL
ENSG00000145309	CABS1
ENSG00000169717	ACTRT2
ENSG00000102245	CD40LG
ENSG00000181218	H2AW
ENSG00000243130	PSG11
ENSG00000099960	SLC7A4
ENSG00000242389	RBMY1E
ENSG00000214415	GNAT3
ENSG00000175520	UBQLN3
ENSG00000078328	RBFOX1
ENSG00000138311	ZNF365
ENSG00000163534	FCRL1
ENSG00000172352	CDY1B
ENSG00000074317	SNCB
ENSG00000145757	SPATA9
ENSG00000145863	GABRA6
ENSG00000157005	SST
ENSG00000155011	DKK2
ENSG00000120088	CRHR1
ENSG00000197273	GUCA2A
ENSG00000170374	SP7
ENSG00000121905	HPCA
ENSG00000250424	AC004691.2
ENSG00000183775	KCTD16
ENSG00000167612	ANKRD33
ENSG00000186847	KRT14
ENSG00000107295	SH3GL2
ENSG00000164082	GRM2
ENSG00000239862	IGKV1-37
ENSG00000110375	UPK2
ENSG00000134115	CNTN6
ENSG00000168334	XIRP1
ENSG00000186281	GPAT2
ENSG00000142623	PADI1
ENSG00000188293	IGFL1
ENSG00000128322	IGLL1
ENSG00000131721	RHOXF2
ENSG00000258436	RNASE12
ENSG00000140254	DUOXA1
ENSG00000165584	SSX3
ENSG00000211652	IGLV7-43
ENSG00000171540	OTP
ENSG00000140557	ST8SIA2
ENSG00000171724	VAT1L
ENSG00000181617	FDCSP
ENSG00000149516	MS4A3
ENSG00000005102	MEOX1
ENSG00000143452	HORMAD1
ENSG00000166049	PASD1
ENSG00000181433	SAGE1
ENSG00000159197	KCNE2
ENSG00000174521	TTC9B
ENSG00000131068	DEFB118
ENSG00000137672	TRPC6
ENSG00000186510	CLCNKA
ENSG00000133115	STOML3
ENSG00000184956	MUC6
ENSG00000164326	CARTPT
ENSG00000204616	TRIM31
ENSG00000250423	KIAA1210
ENSG00000187672	ERC2
ENSG00000221826	PSG3
ENSG00000162598	C1orf87
ENSG00000269035	AC010319.2
ENSG00000187733	AMY1C
ENSG00000181195	PENK
ENSG00000204450	TRIM64
ENSG00000140955	ADAD2
ENSG00000168280	KIF5C
ENSG00000135222	CSN2
ENSG00000227488	GAGE12D
ENSG00000129864	VCY
ENSG00000149507	OOSP2
ENSG00000138650	PCDH10
ENSG00000198765	SYCP1
ENSG00000239975	IGKV1D-33
ENSG00000008196	TFAP2B
ENSG00000090402	SI
ENSG00000182916	TCEAL7
ENSG00000112115	IL17A
ENSG00000188816	HMX2
ENSG00000170561	IRX2
ENSG00000169676	DRD5
ENSG00000275722	LYZL6
ENSG00000168907	PLA2G4F
ENSG00000204970	PCDHA1
ENSG00000148942	SLC5A12
ENSG00000188822	CNR2
ENSG00000171864	PRND
ENSG00000189253	TRIM64B
ENSG00000186326	RGS9BP
ENSG00000169248	CXCL11
ENSG00000141316	SPACA3
ENSG00000125207	PIWIL1
ENSG00000171794	UTF1
ENSG00000134249	ADAM30
ENSG00000185742	C11orf87
ENSG00000109047	RCVRN
ENSG00000125903	DEFB129
ENSG00000175426	PCSK1
ENSG00000124302	CHST8
ENSG00000268651	CTAG1A
ENSG00000183476	SH2D7
ENSG00000164318	EGFLAM
ENSG00000164591	MYOZ3
ENSG00000120051	CFAP58
ENSG00000164822	DEFA6
ENSG00000187908	DMBT1
ENSG00000173908	KRT28
ENSG00000196569	LAMA2
ENSG00000165462	PHOX2A
ENSG00000105954	NPVF
ENSG00000102837	OLFM4
ENSG00000198807	PAX9
ENSG00000075891	PAX2
ENSG00000220008	LINGO3
ENSG00000135063	FAM189A2
ENSG00000188782	CATSPER4
ENSG00000276566	IGKV1D-13
ENSG00000126467	TSKS
ENSG00000197253	TPSB2
ENSG00000174482	LINGO2
ENSG00000145879	SPINK7
ENSG00000268447	SSX2B
ENSG00000129170	CSRP3
ENSG00000185863	TMEM210
ENSG00000035720	STAP1
ENSG00000178287	SPAG11A
ENSG00000256812	CAPNS2
ENSG00000147432	CHRNB3
ENSG00000113520	IL4
ENSG00000144847	IGSF11
ENSG00000104755	ADAM2
ENSG00000116031	CD207
ENSG00000223443	USP17L2
ENSG00000164744	SUN3
ENSG00000248751	AC004997.1
ENSG00000177791	MYOZ1
ENSG00000140274	DUOXA2
ENSG00000179751	SYCN
ENSG00000164283	ESM1
ENSG00000158516	CPA2
ENSG00000144407	PTH2R
ENSG00000204010	IFIT1B
ENSG00000157064	NMNAT2
ENSG00000276644	DACH1
ENSG00000176887	SOX11
ENSG00000177558	FAM187B
ENSG00000122012	SV2C
ENSG00000133878	DUSP26
ENSG00000127412	TRPV5
ENSG00000215910	C1orf167
ENSG00000196431	CRYBA4
ENSG00000176009	ASCL3
ENSG00000242580	IGKV1D-43
ENSG00000185479	KRT6B
ENSG00000144583	MARCHF4
ENSG00000187082	DEFB106B
ENSG00000196427	NBPF4
ENSG00000158955	WNT9B
ENSG00000221900	POM121L12
ENSG00000170848	PSG6
ENSG00000170948	MBD3L1
ENSG00000205856	C22orf42
ENSG00000007038	PRSS21
ENSG00000234438	KBTBD13
ENSG00000183580	FBXL7
ENSG00000244588	RAD21L1
ENSG00000236126	CT47A3
ENSG00000184945	AQP12A
ENSG00000163114	PDHA2
ENSG00000112541	PDE10A
ENSG00000183035	CYLC1
ENSG00000166736	HTR3A
ENSG00000141371	C17orf64
ENSG00000264424	MYH4
ENSG00000152670	DDX4
ENSG00000258992	TSPY1
ENSG00000151025	GPR158
ENSG00000177272	KCNA3
ENSG00000157219	HTR5A
ENSG00000156219	ART3
ENSG00000163092	XIRP2
ENSG00000131737	KRT34
ENSG00000104722	NEFM
ENSG00000211649	IGLV7-46
ENSG00000140600	SH3GL3
ENSG00000168530	MYL1
ENSG00000163440	PDCL2
ENSG00000102145	GATA1
ENSG00000169393	ELSPBP1
ENSG00000185303	SFTPA2
ENSG00000184330	S100A7A
ENSG00000142973	CYP4B1
ENSG00000177947	ODF3
ENSG00000148156	ACTL7B
ENSG00000185974	GRK1
ENSG00000134588	USP26
ENSG00000154415	PPP1R3A
ENSG00000069206	ADAM7
ENSG00000161850	KRT82
ENSG00000183778	B3GALT5
ENSG00000179148	ALOXE3
ENSG00000236371	CT47A1
ENSG00000214510	SPINK13
ENSG00000163331	DAPL1
ENSG00000165695	AK8
ENSG00000071203	MS4A12
ENSG00000165061	ZMAT4
ENSG00000118017	A4GNT
ENSG00000158748	HTR6
ENSG00000147613	PSKH2
ENSG00000117477	CCDC181
ENSG00000108849	PPY
ENSG00000123576	ESX1
ENSG00000152430	BOLL
ENSG00000137090	DMRT1
ENSG00000163286	ALPG
ENSG00000285509	TBCEL-TECTA
ENSG00000172016	REG3A
ENSG00000165973	NELL1
ENSG00000121053	EPX
ENSG00000171053	PATE1
ENSG00000087303	NID2
ENSG00000181562	EDDM3A
ENSG00000213022	KLK9
ENSG00000165125	TRPV6
ENSG00000136698	CFC1
ENSG00000145642	SHISAL2B
ENSG00000197921	HES5
ENSG00000196639	HRH1
ENSG00000170231	FABP6
ENSG00000170748	RBMXL2
ENSG00000086288	NME8
ENSG00000229859	PGA3
ENSG00000122304	PRM2
ENSG00000284701	TMEM247
ENSG00000197079	KRT35
ENSG00000189001	SBSN
ENSG00000120729	MYOT
ENSG00000164434	FABP7
ENSG00000132972	RNF17
ENSG00000174460	ZCCHC12
ENSG00000211670	IGLV3-9
ENSG00000183833	CFAP91
ENSG00000153789	CIBAR2
ENSG00000121594	CD80
ENSG00000139648	KRT71
ENSG00000227234	SPANXB1
ENSG00000186038	HTR3E
ENSG00000173699	SPATA3
ENSG00000219073	CELA3B
ENSG00000203782	LORICRIN
ENSG00000164418	GRIK2
ENSG00000165799	RNASE7
ENSG00000204983	PRSS1
ENSG00000186895	FGF3
ENSG00000182533	CAV3
ENSG00000126550	HTN1
ENSG00000122254	HS3ST2
ENSG00000185264	TEX33
ENSG00000139973	SYT16
ENSG00000070182	SPTB
ENSG00000105492	SIGLEC6
ENSG00000204889	KRT40
ENSG00000155087	ODF1
ENSG00000082175	PGR
ENSG00000169884	WNT10B
ENSG00000137558	PI15
ENSG00000153498	SPACA7
ENSG00000241755	IGKV1-9
ENSG00000237957	CT47A5
ENSG00000182898	TCHHL1
ENSG00000197416	FABP12
ENSG00000231924	PSG1
ENSG00000278857	IGKV1D-12
ENSG00000170786	SDR16C5
ENSG00000133063	CHIT1
ENSG00000162951	LRRTM1
ENSG00000241244	IGKV1D-16
ENSG00000101958	GLRA2
ENSG00000100285	NEFH
ENSG00000180878	C11orf42
ENSG00000163629	PTPN13
ENSG00000177291	GJD4
ENSG00000187969	ZCCHC13
ENSG00000134571	MYBPC3
ENSG00000226023	CT47A6
ENSG00000139515	PDX1
ENSG00000078549	ADCYAP1R1
ENSG00000177301	KCNA2
ENSG00000163207	IVL
ENSG00000112273	HDGFL1
ENSG00000181804	SLC9A9
ENSG00000230594	CT47A4
ENSG00000070748	CHAT
ENSG00000125414	MYH2
ENSG00000163209	SPRR3
ENSG00000154975	CA10
ENSG00000164694	FNDC1
ENSG00000165588	OTX2
ENSG00000105675	ATP4A
ENSG00000253797	UTP14C
ENSG00000183783	KCTD8
ENSG00000138472	GUCA1C
ENSG00000175766	EIF4E1B
ENSG00000121634	GJA8
ENSG00000186579	DEFB106A
ENSG00000128617	OPN1SW
ENSG00000136487	GH2
ENSG00000100167	SEPTIN3
ENSG00000056487	PHF21B
ENSG00000188523	CFAP77
ENSG00000102271	KLHL4
ENSG00000166396	SERPINB7
ENSG00000176956	LY6H
ENSG00000205777	GAGE1
ENSG00000234414	RBMY1A1
ENSG00000157502	PWWP3B
ENSG00000188089	PLA2G4E
ENSG00000120498	TEX11
ENSG00000064835	POU1F1
ENSG00000169946	ZFPM2
ENSG00000196368	NUDT11
ENSG00000166863	TAC3
ENSG00000169800	RBMY1F
ENSG00000178934	LGALS7B
ENSG00000142319	SLC6A3
ENSG00000154764	WNT7A
ENSG00000155511	GRIA1
ENSG00000165568	AKR1E2
ENSG00000143847	PPFIA4
ENSG00000152208	GRID2
ENSG00000171872	KLF17
ENSG00000132746	ALDH3B2
ENSG00000197213	ZSCAN5B
ENSG00000138347	MYPN
ENSG00000178372	CALML5
ENSG00000120160	EQTN
ENSG00000022355	GABRA1
ENSG00000203795	FAM24A
ENSG00000046774	MAGEC2
ENSG00000156575	PRG3
ENSG00000174950	CD164L2
ENSG00000163499	CRYBA2
ENSG00000101680	LAMA1
ENSG00000240382	IGKV1-17
ENSG00000163618	CADPS
ENSG00000185760	KCNQ5
ENSG00000165309	ARMC3
ENSG00000211632	IGKV3D-11
ENSG00000100604	CHGA
ENSG00000124233	SEMG1
ENSG00000265203	RBP3
ENSG00000169575	VPREB1
ENSG00000163421	PROK2
ENSG00000165076	PRSS37
ENSG00000163518	FCRL4
ENSG00000136928	GABBR2
ENSG00000186335	SLC36A2
ENSG00000165685	TMEM52B
ENSG00000166106	ADAMTS15
ENSG00000177202	SPACA4
ENSG00000274391	TPTE
ENSG00000039600	SOX30
ENSG00000110786	PTPN5
ENSG00000137261	KIAA0319
ENSG00000125831	CST11
ENSG00000151164	RAD9B
ENSG00000105509	HAS1
ENSG00000226941	RBMY1J
ENSG00000185052	SLC24A3
ENSG00000123570	RAB9B
ENSG00000078053	AMPH
ENSG00000146453	PNLDC1
ENSG00000158477	CD1A
ENSG00000101198	NKAIN4
ENSG00000215029	TCP11X2
ENSG00000180537	RNF182
ENSG00000166569	CPLX4
ENSG00000064218	DMRT3
ENSG00000179934	CCR8
ENSG00000163424	TEX55
ENSG00000271449	CT45A2
ENSG00000175065	DSG4
ENSG00000047617	ANO2
ENSG00000184908	CLCNKB
ENSG00000189182	KRT77
