Enesembl ID	Gene	RNA line ab	RNA type ab	protein type ab
ENSG00000130167	TSPAN16	0.0		
ENSG00000130173	ANGPTL8	0.3		
ENSG00000130175	PRKCSH	171.2		
ENSG00000130176	CNN1	1.4		
ENSG00000130177	CDC16	44.0		
ENSG00000130182	ZSCAN10	0.1		
ENSG00000130193	THEM6	16.3		
ENSG00000130202	NECTIN2	77.2		
ENSG00000130203	APOE	6.8		
ENSG00000130204	TOMM40	220.9		
ENSG00000130208	APOC1	60.7		
ENSG00000130222	GADD45G	0.2		
ENSG00000130224	LRCH2	0.0		
ENSG00000130226	DPP6	0.0		
ENSG00000130227	XPO7	72.2		
ENSG00000130234	ACE2	0.0		
ENSG00000130244	FAM98C	14.0		
ENSG00000130254	SAFB2	41.0		
ENSG00000130255	RPL36	713.8		
ENSG00000130270	ATP8B3	4.0		
ENSG00000130283	GDF1	0.0		
ENSG00000130287	NCAN	0.0		
ENSG00000130294	KIF1A	0.3		
ENSG00000130299	GTPBP3	10.0		
ENSG00000130300	PLVAP	0.0		
ENSG00000130303	BST2	0.4		
ENSG00000130304	SLC27A1	2.0		
ENSG00000130305	NSUN5	40.2		
ENSG00000130307	USHBP1	0.8		
ENSG00000130309	COLGALT1	93.4		
ENSG00000130311	DDA1	10.4		
ENSG00000130312	MRPL34	57.3		
ENSG00000130313	PGLS	43.9		
ENSG00000130332	LSM7	150.2		
ENSG00000130338	TULP4	3.8		
ENSG00000130340	SNX9	19.9		
ENSG00000130347	RTN4IP1	10.1		
ENSG00000130348	QRSL1	10.7		
ENSG00000130349	MTRES1	7.5		
ENSG00000130363	RSPH3	2.7		
ENSG00000130368	MAS1	0.0		
ENSG00000130377	ACSBG2	0.0		
ENSG00000130382	MLLT1	16.8		
ENSG00000130383	FUT5	0.0		
ENSG00000130385	BMP15	0.0		
ENSG00000130396	AFDN	20.1		
ENSG00000130402	ACTN4	690.0		
ENSG00000130413	STK33	4.4		
ENSG00000130414	NDUFA10	65.1		
ENSG00000130427	EPO	0.0		
ENSG00000130429	ARPC1B	192.0		
ENSG00000130433	CACNG6	10.0		
ENSG00000130449	ZSWIM6	9.0		
ENSG00000130475	FCHO1	9.0		
ENSG00000130477	UNC13A	1.7		
ENSG00000130479	MAP1S	25.5		
ENSG00000130487	KLHDC7B	0.0		
ENSG00000130508	PXDN	8.6		
ENSG00000130511	SSBP4	24.0		
ENSG00000130513	GDF15	65.6		
ENSG00000130517	PGPEP1	8.7		
ENSG00000130518	IQCN	1.2		
ENSG00000130520	LSM4	153.1		
ENSG00000130522	JUND	24.0		
ENSG00000130528	HRC	0.1		
ENSG00000130529	TRPM4	7.1		
ENSG00000130538	OR11H1	0.0		
ENSG00000130540	SULT4A1	0.0		
ENSG00000130544	ZNF557	1.9		
ENSG00000130545	CRB3	5.5		
ENSG00000130558	OLFM1	5.4		
ENSG00000130559	CAMSAP1	18.1		
ENSG00000130560	UBAC1	39.5		
ENSG00000130561	SAG	0.0		
ENSG00000130584	ZBTB46	0.5		
ENSG00000130589	HELZ2	2.5		
ENSG00000130590	SAMD10	0.0		
ENSG00000130592	LSP1	0.7		
ENSG00000130595	TNNT3	0.0		
ENSG00000130598	TNNI2	0.0		
ENSG00000130635	COL5A1	27.5		
ENSG00000130638	ATXN10	85.3		
ENSG00000130640	TUBGCP2	61.9		
ENSG00000130643	CALY	0.2		
ENSG00000130649	CYP2E1	0.0		
ENSG00000130653	PNPLA7	0.6		
ENSG00000130656	HBZ	0.0		
ENSG00000130669	PAK4	103.9		
ENSG00000130675	MNX1	3.9		
ENSG00000130684	ZNF337	17.1		
ENSG00000130695	CEP85	13.5		
ENSG00000130699	TAF4	4.6		
ENSG00000130700	GATA5	0.3		
ENSG00000130701	RBBP8NL	0.0		
ENSG00000130702	LAMA5	78.4		
ENSG00000130703	OSBPL2	13.9		
ENSG00000130706	ADRM1	208.9		
ENSG00000130707	ASS1	10.1		
ENSG00000130711	PRDM12	0.2		
ENSG00000130713	EXOSC2	75.5		
ENSG00000130714	POMT1	14.9		
ENSG00000130717	UCK1	24.1		
ENSG00000130720	FIBCD1	2.4		
ENSG00000130724	CHMP2A	255.0		
ENSG00000130725	UBE2M	229.5		
ENSG00000130726	TRIM28	793.4		
ENSG00000130731	METTL26	41.2		
ENSG00000130733	YIPF2	18.4		
ENSG00000130734	ATG4D	8.2		
ENSG00000130741	EIF2S3	247.2		
ENSG00000130748	TMEM160	10.0		
ENSG00000130749	ZC3H4	14.3		
ENSG00000130751	NPAS1	2.1		
ENSG00000130755	GMFG	0.4		
ENSG00000130758	MAP3K10	5.6		
ENSG00000130762	ARHGEF16	4.1		
ENSG00000130764	LRRC47	17.1		
ENSG00000130766	SESN2	2.7		
ENSG00000130768	SMPDL3B	2.6		
ENSG00000130770	ATP5IF1	106.5		
ENSG00000130772	MED18	6.2		
ENSG00000130775	THEMIS2	0.3		
ENSG00000130779	CLIP1	86.5		
ENSG00000130783	CCDC62	0.1		
ENSG00000130787	HIP1R	8.4		
ENSG00000130803	ZNF317	13.3		
ENSG00000130810	PPAN	38.0		
ENSG00000130811	EIF3G	152.1		
ENSG00000130812	ANGPTL6	0.1		
ENSG00000130813	SHFL	4.1		
ENSG00000130816	DNMT1	41.5		
ENSG00000130818	ZNF426	1.8		
ENSG00000130821	SLC6A8	6.3		
ENSG00000130822	PNCK	0.0		
ENSG00000130826	DKC1	162.7		
ENSG00000130827	PLXNA3	1.5		
ENSG00000130829	DUSP9	0.9		
ENSG00000130830	MPP1	13.3		
ENSG00000130844	ZNF331	13.0		
ENSG00000130856	ZNF236	1.9		
ENSG00000130876	SLC7A10	0.0		
ENSG00000130881	LRP3	34.0		
ENSG00000130921	C12orf65	24.1		
ENSG00000130935	NOL11	93.0		
ENSG00000130939	UBE4B	19.4		
ENSG00000130940	CASZ1	0.9		
ENSG00000130943	PKDREJ	0.0		
ENSG00000130948	HSD17B3	0.0		
ENSG00000130950	NUTM2F	0.0		
ENSG00000130956	HABP4	15.2		
ENSG00000130957	FBP2	1.1		
ENSG00000130958	SLC35D2	27.6		
ENSG00000130962	PRRG1	7.1		
ENSG00000130985	UBA1	222.8		
ENSG00000130988	RGN	0.0		
ENSG00000130997	POLN	0.7		
ENSG00000131013	PPIL4	17.2		
ENSG00000131015	ULBP2	2.9		
ENSG00000131016	AKAP12	52.8		
ENSG00000131018	SYNE1	12.6		
ENSG00000131019	ULBP3	2.4		
ENSG00000131023	LATS1	7.0		
ENSG00000131037	EPS8L1	0.6		
ENSG00000131042	LILRB2	0.0		
ENSG00000131043	AAR2	34.8		
ENSG00000131044	TTLL9	0.0		
ENSG00000131050	BPIFA2	0.1		
ENSG00000131051	RBM39	92.8		
ENSG00000131055	COX4I2	0.0		
ENSG00000131059	BPIFA3	0.0		
ENSG00000131061	ZNF341	4.6		
ENSG00000131067	GGT7	8.1		
ENSG00000131068	DEFB118	0.0		
ENSG00000131069	ACSS2	10.9		
ENSG00000131080	EDA2R	15.5		
ENSG00000131089	ARHGEF9	7.5		
ENSG00000131094	C1QL1	4.1		
ENSG00000131095	GFAP	1.5		
ENSG00000131096	PYY	0.2		
ENSG00000131097	HIGD1B	0.4		
ENSG00000131100	ATP6V1E1	122.4		
ENSG00000131115	ZNF227	15.6		
ENSG00000131116	ZNF428	32.1		
ENSG00000131126	TEX101	0.1		
ENSG00000131127	ZNF141	1.1		
ENSG00000131142	CCL25	0.0		
ENSG00000131143	COX4I1	694.2		
ENSG00000131148	EMC8	36.0		
ENSG00000131149	GSE1	25.5		
ENSG00000131152	AC010531.1	0.1		
ENSG00000131153	GINS2	40.4		
ENSG00000131165	CHMP1A	60.2		
ENSG00000131171	SH3BGRL	52.7		
ENSG00000131174	COX7B	217.6		
ENSG00000131183	SLC34A1	0.0		
ENSG00000131187	F12	1.1		
ENSG00000131188	PRR7	2.9		
ENSG00000131196	NFATC1	2.5		
ENSG00000131203	IDO1	0.0		
ENSG00000131233	GJA9	0.1		
ENSG00000131236	CAP1	257.9		
ENSG00000131238	PPT1	81.3		
ENSG00000131242	RAB11FIP4	1.4		
ENSG00000131263	RLIM	23.0		
ENSG00000131264	CDX4	0.0		
ENSG00000131269	ABCB7	21.0		
ENSG00000131323	TRAF3	24.3		
ENSG00000131351	HAUS8	19.5		
ENSG00000131355	ADGRE3	0.0		
ENSG00000131368	MRPS25	22.2		
ENSG00000131370	SH3BP5	13.7		
ENSG00000131373	HACL1	31.6		
ENSG00000131374	TBC1D5	27.7		
ENSG00000131375	CAPN7	22.4		
ENSG00000131378	RFTN1	2.2		
ENSG00000131379	C3orf20	0.0		
ENSG00000131381	RBSN	12.7		
ENSG00000131386	GALNT15	1.4		
ENSG00000131389	SLC6A6	27.2		
ENSG00000131398	KCNC3	0.3		
ENSG00000131400	NAPSA	0.4		
ENSG00000131408	NR1H2	92.2		
ENSG00000131409	LRRC4B	0.4		
ENSG00000131435	PDLIM4	0.0		
ENSG00000131437	KIF3A	14.2		
ENSG00000131446	MGAT1	45.1		
ENSG00000131459	GFPT2	23.7		
ENSG00000131462	TUBG1	213.0		
ENSG00000131467	PSME3	205.0		
ENSG00000131469	RPL27	3254.1		
ENSG00000131470	PSMC3IP	34.7		
ENSG00000131471	AOC3	1.3		
ENSG00000131473	ACLY	374.5		
ENSG00000131475	VPS25	135.3		
ENSG00000131477	RAMP2	1.0		
ENSG00000131480	AOC2	2.2		
ENSG00000131482	G6PC	0.0		
ENSG00000131495	NDUFA2	166.7		
ENSG00000131503	ANKHD1	46.8		
ENSG00000131504	DIAPH1	75.4		
ENSG00000131507	NDFIP1	48.0		
ENSG00000131508	UBE2D2	111.5		
ENSG00000131558	EXOC4	31.6		
ENSG00000131584	ACAP3	7.1		
ENSG00000131591	C1orf159	9.5		
ENSG00000131620	ANO1	3.2		
ENSG00000131626	PPFIA1	27.7		
ENSG00000131634	TMEM204	0.1		
ENSG00000131650	KREMEN2	1.2		
ENSG00000131652	THOC6	49.4		
ENSG00000131653	TRAF7	53.6		
ENSG00000131668	BARX1	4.1		
ENSG00000131669	NINJ1	55.0		
ENSG00000131686	CA6	0.3		
ENSG00000131697	NPHP4	3.7		
ENSG00000131711	MAP1B	62.7		
ENSG00000131721	RHOXF2	0.0		
ENSG00000131724	IL13RA1	63.2		
ENSG00000131725	WDR44	13.0		
ENSG00000131730	CKMT2	0.5		
ENSG00000131732	ZCCHC9	24.5		
ENSG00000131737	KRT34	0.1		
ENSG00000131738	KRT33B	0.0		
ENSG00000131746	TNS4	51.1		
ENSG00000131747	TOP2A	265.8		
ENSG00000131748	STARD3	42.7		
ENSG00000131759	RARA	28.1		
ENSG00000131771	PPP1R1B	0.0		
ENSG00000131773	KHDRBS3	2.2		
ENSG00000131778	CHD1L	39.1		
ENSG00000131779	PEX11B	22.3		
ENSG00000131781	FMO5	1.0		
ENSG00000131788	PIAS3	20.3		
ENSG00000131791	PRKAB2	7.0		
ENSG00000131808	FSHB	0.0		
ENSG00000131828	PDHA1	154.3		
ENSG00000131831	RAI2	0.0		
ENSG00000131844	MCCC2	53.1		
ENSG00000131845	ZNF304	3.1		
ENSG00000131848	ZSCAN5A	6.9		
ENSG00000131849	ZNF132	0.9		
ENSG00000131864	USP29	0.2		
ENSG00000131871	SELENOS	100.7		
ENSG00000131873	CHSY1	12.8		
ENSG00000131876	SNRPA1	141.8		
ENSG00000131899	LLGL1	8.9		
ENSG00000131910	NR0B2	0.0		
ENSG00000131914	LIN28A	0.1		
ENSG00000131931	THAP1	12.6		
ENSG00000131941	RHPN2	66.0		
ENSG00000131943	C19orf12	36.4		
ENSG00000131944	FAAP24	18.4		
ENSG00000131951	LRRC9	0.0		
ENSG00000131966	ACTR10	4.5		
ENSG00000131969	ABHD12B	0.1		
ENSG00000131979	GCH1	0.4		
ENSG00000131981	LGALS3	113.8		
ENSG00000132000	PODNL1	0.4		
ENSG00000132002	DNAJB1	170.3		
ENSG00000132003	ZSWIM4	2.0		
ENSG00000132004	FBXW9	8.5		
ENSG00000132005	RFX1	2.2		
ENSG00000132010	ZNF20	0.1		
ENSG00000132016	BRME1	0.1		
ENSG00000132017	DCAF15	9.2		
ENSG00000132024	CC2D1A	5.9		
ENSG00000132026	RTBDN	0.3		
ENSG00000132031	MATN3	12.9		
ENSG00000132109	TRIM21	17.1		
ENSG00000132122	SPATA6	1.0		
ENSG00000132128	LRRC41	29.9		
ENSG00000132141	CCT6B	0.8		
ENSG00000132153	DHX30	42.9		
ENSG00000132155	RAF1	55.3		
ENSG00000132164	SLC6A11	0.0		
ENSG00000132170	PPARG	37.2		
ENSG00000132182	NUP210	50.1		
ENSG00000132185	FCRLA	0.1		
ENSG00000132196	HSD17B7	15.0		
ENSG00000132199	ENOSF1	8.8		
ENSG00000132205	EMILIN2	0.2		
ENSG00000132207	SLX1A	27.8		
ENSG00000132254	ARFIP2	59.2		
ENSG00000132256	TRIM5	15.7		
ENSG00000132259	CNGA4	0.1		
ENSG00000132274	TRIM22	1.3		
ENSG00000132275	RRP8	11.4		
ENSG00000132286	TIMM10B	14.2		
ENSG00000132294	EFR3A	47.1		
ENSG00000132297	HHLA1	0.0		
ENSG00000132300	PTCD3	32.4		
ENSG00000132305	IMMT	133.6		
ENSG00000132313	MRPL35	78.4		
ENSG00000132321	IQCA1	0.0		
ENSG00000132323	ILKAP	31.4		
ENSG00000132326	PER2	8.5		
ENSG00000132329	RAMP1	0.0		
ENSG00000132330	SCLY	18.6		
ENSG00000132334	PTPRE	0.6		
ENSG00000132341	RAN	1981.7		
ENSG00000132356	PRKAA1	32.8		
ENSG00000132357	CARD6	5.9		
ENSG00000132359	RAP1GAP2	9.0		
ENSG00000132361	CLUH	95.1		
ENSG00000132376	INPP5K	21.1		
ENSG00000132382	MYBBP1A	69.6		
ENSG00000132383	RPA1	93.3		
ENSG00000132386	SERPINF1	4.0		
ENSG00000132388	UBE2G1	77.8		
ENSG00000132394	EEFSEC	0.1		
ENSG00000132405	TBC1D14	31.6		
ENSG00000132406	TMEM128	12.7		
ENSG00000132423	COQ3	16.1		
ENSG00000132424	PNISR	23.0		
ENSG00000132429	POPDC3	5.3		
ENSG00000132432	SEC61G	461.4		
ENSG00000132434	LANCL2	4.7		
ENSG00000132436	FIGNL1	28.4		
ENSG00000132437	DDC	2.1		
ENSG00000132446	FTHL17	0.0		
ENSG00000132463	GRSF1	92.9		
ENSG00000132464	ENAM	0.0		
ENSG00000132465	JCHAIN	0.2		
ENSG00000132466	ANKRD17	24.0		
ENSG00000132467	UTP3	34.7		
ENSG00000132470	ITGB4	78.9		
ENSG00000132471	WBP2	83.5		
ENSG00000132475	H3-3B	967.1		
ENSG00000132478	UNK	10.5		
ENSG00000132481	TRIM47	12.8		
ENSG00000132485	ZRANB2	37.5		
ENSG00000132507	EIF5A	922.7		
ENSG00000132510	KDM6B	4.8		
ENSG00000132514	CLEC10A	0.0		
ENSG00000132517	SLC52A1	1.8		
ENSG00000132518	GUCY2D	0.0		
ENSG00000132522	GPS2	50.2		
ENSG00000132530	XAF1	0.5		
ENSG00000132535	DLG4	9.6		
ENSG00000132541	RIDA	44.9		
ENSG00000132549	VPS13B	6.0		
ENSG00000132554	RGS22	0.1		
ENSG00000132561	MATN2	21.4		
ENSG00000132563	REEP2	5.5		
ENSG00000132570	PCBD2	7.3		
ENSG00000132581	SDF2	56.1		
ENSG00000132589	FLOT2	70.5		
ENSG00000132591	ERAL1	94.9		
ENSG00000132600	PRMT7	21.4		
ENSG00000132603	NIP7	56.2		
ENSG00000132604	TERF2	30.0		
ENSG00000132612	VPS4A	27.9		
ENSG00000132613	MTSS2	94.4		
ENSG00000132622	HSPA12B	1.5		
ENSG00000132623	ANKEF1	9.6		
ENSG00000132631	SCP2D1	0.0		
ENSG00000132635	PCED1A	29.1		
ENSG00000132639	SNAP25	12.8		
ENSG00000132640	BTBD3	18.8		
ENSG00000132646	PCNA	582.6		
ENSG00000132661	NXT1	52.7		
ENSG00000132664	POLR3F	16.2		
ENSG00000132669	RIN2	16.2		
ENSG00000132670	PTPRA	41.5		
ENSG00000132671	SSTR4	0.0		
ENSG00000132676	DAP3	109.6		
ENSG00000132677	RHBG	0.0		
ENSG00000132680	KHDC4	23.3		
ENSG00000132681	ATP1A4	0.0		
ENSG00000132688	NES	2.4		
ENSG00000132692	BCAN	19.1		
ENSG00000132693	CRP	0.0		
ENSG00000132694	ARHGEF11	18.7		
ENSG00000132698	RAB25	0.0		
ENSG00000132702	HAPLN2	0.0		
ENSG00000132703	APCS	0.0		
ENSG00000132704	FCRL2	0.0		
ENSG00000132716	DCAF8	50.0		
ENSG00000132718	SYT11	1.2		
ENSG00000132740	IGHMBP2	6.4		
ENSG00000132744	ACY3	1.4		
ENSG00000132746	ALDH3B2	0.0		
ENSG00000132749	TESMIN	2.7		
ENSG00000132763	MMACHC	2.7		
ENSG00000132768	DPH2	26.7		
ENSG00000132773	TOE1	9.9		
ENSG00000132780	NASP	118.8		
ENSG00000132781	MUTYH	5.1		
ENSG00000132792	CTNNBL1	72.5		
ENSG00000132793	LPIN3	9.3		
ENSG00000132801	ZSWIM3	1.2		
ENSG00000132819	RBM38	15.1		
ENSG00000132821	VSTM2L	1.1		
ENSG00000132823	OSER1	48.3		
ENSG00000132824	SERINC3	78.3		
ENSG00000132825	PPP1R3D	2.8		
ENSG00000132837	DMGDH	0.0		
ENSG00000132840	BHMT2	0.2		
ENSG00000132842	AP3B1	45.3		
ENSG00000132846	ZBED3	2.9		
ENSG00000132849	PATJ	7.2		
ENSG00000132854	KANK4	0.2		
ENSG00000132855	ANGPTL3	0.0		
ENSG00000132872	SYT4	0.0		
ENSG00000132874	SLC14A2	0.1		
ENSG00000132879	FBXO44	21.7		
ENSG00000132881	CPLANE2	7.7		
ENSG00000132906	CASP9	14.7		
ENSG00000132911	NMUR2	0.0		
ENSG00000132912	DCTN4	29.1		
ENSG00000132915	PDE6A	0.2		
ENSG00000132932	ATP8A2	0.0		
ENSG00000132938	MTUS2	0.0		
ENSG00000132950	ZMYM5	6.8		
ENSG00000132952	USPL1	8.4		
ENSG00000132953	XPO4	8.5		
ENSG00000132958	TPTE2	0.0		
ENSG00000132963	POMP	177.2		
ENSG00000132964	CDK8	9.0		
ENSG00000132965	ALOX5AP	2.6		
ENSG00000132970	WASF3	0.2		
ENSG00000132972	RNF17	0.0		
ENSG00000132975	GPR12	0.0		
ENSG00000133019	CHRM3	0.0		
ENSG00000133020	MYH8	0.0		
ENSG00000133026	MYH10	30.9		
ENSG00000133027	PEMT	54.3		
ENSG00000133028	SCO1	53.3		
ENSG00000133030	MPRIP	235.7		
ENSG00000133048	CHI3L1	0.0		
ENSG00000133055	MYBPH	0.0		
ENSG00000133056	PIK3C2B	9.7		
ENSG00000133059	DSTYK	6.5		
ENSG00000133063	CHIT1	0.0		
ENSG00000133065	SLC41A1	12.5		
ENSG00000133067	LGR6	8.7		
ENSG00000133069	TMCC2	1.2		
ENSG00000133083	DCLK1	0.2		
ENSG00000133101	CCNA1	0.0		
ENSG00000133103	COG6	8.7		
ENSG00000133104	SPART	29.5		
ENSG00000133105	RXFP2	0.0		
ENSG00000133106	EPSTI1	0.0		
ENSG00000133107	TRPC4	0.0		
ENSG00000133110	POSTN	0.0		
ENSG00000133111	RFXAP	2.0		
ENSG00000133112	TPT1	1837.3		
ENSG00000133114	GPALPP1	4.3		
ENSG00000133115	STOML3	0.0		
ENSG00000133116	KL	0.0		
ENSG00000133119	RFC3	59.7		
ENSG00000133121	STARD13	2.3		
ENSG00000133124	IRS4	0.0		
ENSG00000133131	MORC4	81.3		
ENSG00000133134	BEX2	3.2		
ENSG00000133135	RNF128	0.0		
ENSG00000133138	TBC1D8B	4.8		
ENSG00000133142	TCEAL4	108.7		
ENSG00000133169	BEX1	0.1		
ENSG00000133193	FAM104A	34.0		
ENSG00000133195	SLC39A11	28.9		
ENSG00000133216	EPHB2	23.0		
ENSG00000133226	SRRM1	34.4		
ENSG00000133243	BTBD2	44.8		
ENSG00000133246	PRAM1	0.0		
ENSG00000133247	KMT5C	3.0		
ENSG00000133250	ZNF414	5.6		
ENSG00000133256	PDE6B	0.0		
ENSG00000133265	HSPBP1	127.5		
ENSG00000133275	CSNK1G2	29.6		
ENSG00000133302	SLF1	7.8		
ENSG00000133313	CNDP2	76.0		
ENSG00000133315	MACROD1	3.7		
ENSG00000133316	WDR74	72.9		
ENSG00000133317	LGALS12	0.0		
ENSG00000133318	RTN3	134.1		
ENSG00000133321	PLAAT4	7.8		
ENSG00000133328	PLAAT2	1.4		
ENSG00000133392	MYH11	0.0		
ENSG00000133393	CEP20	60.7		
ENSG00000133398	MED10	61.8		
ENSG00000133401	PDZD2	0.0		
ENSG00000133422	MORC2	10.9		
ENSG00000133424	LARGE1	7.6		
ENSG00000133433	GSTT2B	0.8		
ENSG00000133454	MYO18B	0.0		
ENSG00000133460	SLC2A11	1.0		
ENSG00000133466	C1QTNF6	15.9		
ENSG00000133475	GGT2	0.4		
ENSG00000133477	FAM83F	0.0		
ENSG00000133488	SEC14L4	6.0		
ENSG00000133561	GIMAP6	0.0		
ENSG00000133574	GIMAP4	0.0		
ENSG00000133597	ADCK2	19.9		
ENSG00000133606	MKRN1	68.8		
ENSG00000133612	AGAP3	28.4		
ENSG00000133619	KRBA1	4.1		
ENSG00000133627	ACTR3B	7.9		
ENSG00000133636	NTS	27.6		
ENSG00000133639	BTG1	4.6		
ENSG00000133640	LRRIQ1	0.6		
ENSG00000133641	C12orf29	15.0		
ENSG00000133657	ATP13A3	31.7		
ENSG00000133661	SFTPD	0.0		
ENSG00000133665	DYDC2	0.0		
ENSG00000133678	TMEM254	12.4		
ENSG00000133687	TMTC1	0.0		
ENSG00000133703	KRAS	21.0		
ENSG00000133704	IPO8	44.6		
ENSG00000133706	LARS1	69.8		
ENSG00000133710	SPINK5	0.0		
ENSG00000133731	IMPA1	40.8		
ENSG00000133739	LRRCC1	1.2		
ENSG00000133740	E2F5	16.4		
ENSG00000133742	CA1	0.0		
ENSG00000133773	CCDC59	31.1		
ENSG00000133789	SWAP70	29.0		
ENSG00000133794	ARNTL	9.0		
ENSG00000133800	LYVE1	0.0		
ENSG00000133805	AMPD3	2.5		
ENSG00000133812	SBF2	11.5		
ENSG00000133816	MICAL2	13.5		
ENSG00000133818	RRAS2	62.4		
ENSG00000133835	HSD17B4	59.4		
ENSG00000133858	ZFC3H1	13.6		
ENSG00000133863	TEX15	0.2		
ENSG00000133872	SARAF	124.7		
ENSG00000133874	RNF122	3.8		
ENSG00000133878	DUSP26	0.2		
ENSG00000133884	DPF2	30.1		
ENSG00000133895	MEN1	26.4		
ENSG00000133935	ERG28	24.0		
ENSG00000133937	GSC	0.2		
ENSG00000133943	DGLUCY	12.2		
ENSG00000133958	UNC79	0.0		
ENSG00000133961	NUMB	48.7		
ENSG00000133962	CATSPERB	0.3		
ENSG00000133980	VRTN	0.0		
ENSG00000133983	COX16	48.3		
ENSG00000133985	TTC9	1.4		
ENSG00000133997	MED6	54.9		
ENSG00000134001	EIF2S1	118.0		
ENSG00000134007	ADAM20	0.0		
ENSG00000134013	LOXL2	137.7		
ENSG00000134014	ELP3	34.1		
ENSG00000134020	PEBP4	0.0		
ENSG00000134028	ADAMDEC1	0.0		
ENSG00000134030	CTIF	4.1		
ENSG00000134042	MRO	0.1		
ENSG00000134046	MBD2	14.7		
ENSG00000134049	IER3IP1	18.8		
ENSG00000134056	MRPS36	34.3		
ENSG00000134057	CCNB1	362.5		
ENSG00000134058	CDK7	6.8		
ENSG00000134061	CD180	0.0		
ENSG00000134070	IRAK2	9.6		
ENSG00000134072	CAMK1	17.8		
ENSG00000134077	THUMPD3	56.2		
ENSG00000134086	VHL	18.3		
ENSG00000134107	BHLHE40	72.8		
ENSG00000134108	ARL8B	60.1		
ENSG00000134109	EDEM1	19.3		
ENSG00000134115	CNTN6	0.0		
ENSG00000134121	CHL1	0.0		
ENSG00000134138	MEIS2	7.9		
ENSG00000134146	DPH6	10.4		
ENSG00000134152	KATNBL1	41.9		
ENSG00000134153	EMC7	223.5		
ENSG00000134160	TRPM1	0.0		
ENSG00000134183	GNAT2	1.0		
ENSG00000134184	GSTM1	0.4		
ENSG00000134186	PRPF38B	23.6		
ENSG00000134193	REG4	0.0		
ENSG00000134198	TSPAN2	1.8		
ENSG00000134200	TSHB	0.0		
ENSG00000134201	GSTM5	0.0		
ENSG00000134202	GSTM3	19.2		
ENSG00000134207	SYT6	1.0		
ENSG00000134215	VAV3	9.5		
ENSG00000134216	CHIA	0.0		
ENSG00000134222	PSRC1	22.5		
ENSG00000134240	HMGCS2	0.0		
ENSG00000134242	PTPN22	0.0		
ENSG00000134243	SORT1	12.0		
ENSG00000134245	WNT2B	0.3		
ENSG00000134247	PTGFRN	11.3		
ENSG00000134248	LAMTOR5	236.6		
ENSG00000134249	ADAM30	0.0		
ENSG00000134250	NOTCH2	16.8		
ENSG00000134253	TRIM45	2.9		
ENSG00000134255	CEPT1	12.1		
ENSG00000134256	CD101	0.1		
ENSG00000134258	VTCN1	0.1		
ENSG00000134259	NGF	1.1		
ENSG00000134262	AP4B1	9.0		
ENSG00000134265	NAPG	7.9		
ENSG00000134278	SPIRE1	9.3		
ENSG00000134283	PPHLN1	75.7		
ENSG00000134285	FKBP11	34.6		
ENSG00000134287	ARF3	245.9		
ENSG00000134291	TMEM106C	187.5		
ENSG00000134294	SLC38A2	172.0		
ENSG00000134308	YWHAQ	619.6		
ENSG00000134313	KIDINS220	24.1		
ENSG00000134317	GRHL1	0.6		
ENSG00000134318	ROCK2	47.1		
ENSG00000134321	RSAD2	0.0		
ENSG00000134323	MYCN	0.0		
ENSG00000134324	LPIN1	19.5		
ENSG00000134326	CMPK2	0.0		
ENSG00000134330	IAH1	57.0		
ENSG00000134333	LDHA	854.0		
ENSG00000134339	SAA2	0.2		
ENSG00000134343	ANO3	0.0		
ENSG00000134352	IL6ST	25.5		
ENSG00000134363	FST	2.8		
ENSG00000134365	CFHR4	0.0		
ENSG00000134369	NAV1	3.8		
ENSG00000134371	CDC73	7.7		
ENSG00000134375	TIMM17A	115.4		
ENSG00000134376	CRB1	0.0		
ENSG00000134389	CFHR5	0.0		
ENSG00000134398	ERN2	0.0		
ENSG00000134419	RPS15A	2331.6		
ENSG00000134438	RAX	0.0		
ENSG00000134440	NARS1	157.6		
ENSG00000134443	GRP	0.1		
ENSG00000134444	RELCH	9.2		
ENSG00000134452	FBH1	30.8		
ENSG00000134453	RBM17	116.3		
ENSG00000134460	IL2RA	0.0		
ENSG00000134461	ANKRD16	7.9		
ENSG00000134463	ECHDC3	7.3		
ENSG00000134470	IL15RA	1.4		
ENSG00000134480	CCNH	40.8		
ENSG00000134489	HRH4	0.1		
ENSG00000134490	TMEM241	4.2		
ENSG00000134504	KCTD1	49.2		
ENSG00000134508	CABLES1	10.2		
ENSG00000134516	DOCK2	1.6		
ENSG00000134531	EMP1	31.6		
ENSG00000134532	SOX5	0.1		
ENSG00000134533	RERG	0.9		
ENSG00000134538	SLCO1B1	1.0		
ENSG00000134539	KLRD1	0.3		
ENSG00000134545	KLRC1	0.4		
ENSG00000134548	SPX	2.8		
ENSG00000134551	PRH2	0.1		
ENSG00000134569	LRP4	6.3		
ENSG00000134571	MYBPC3	0.0		
ENSG00000134574	DDB2	64.4		
ENSG00000134575	ACP2	27.4		
ENSG00000134588	USP26	0.0		
ENSG00000134590	RTL8C	77.5		
ENSG00000134594	RAB33A	0.2		
ENSG00000134595	SOX3	0.0		
ENSG00000134597	RBMX2	25.3		
ENSG00000134602	STK26	16.1		
ENSG00000134627	PIWIL4	0.1		
ENSG00000134640	MTNR1B	0.0		
ENSG00000134644	PUM1	35.8		
ENSG00000134668	SPOCD1	0.9		
ENSG00000134684	YARS1	112.3		
