Enesembl ID	Gene	RNA line ab	RNA type ab	protein type ab
ENSG00000115661	STK16	18.5		
ENSG00000115665	SLC5A7	0.0		
ENSG00000115677	HDLBP	356.9		
ENSG00000115685	PPP1R7	127.9		
ENSG00000115687	PASK	15.1		
ENSG00000115694	STK25	130.2		
ENSG00000115705	TPO	0.0		
ENSG00000115718	PROC	0.0		
ENSG00000115738	ID2	36.0		
ENSG00000115750	TAF1B	26.9		
ENSG00000115756	HPCAL1	16.7		
ENSG00000115758	ODC1	549.1		
ENSG00000115760	BIRC6	22.9		
ENSG00000115761	NOL10	43.8		
ENSG00000115762	PLEKHB2	89.0		
ENSG00000115806	GORASP2	82.3		
ENSG00000115808	STRN	21.4		
ENSG00000115816	CEBPZ	122.8		
ENSG00000115825	PRKD3	31.1		
ENSG00000115827	DCAF17	9.1		
ENSG00000115828	QPCT	2.7		
ENSG00000115839	RAB3GAP1	37.4		
ENSG00000115840	SLC25A12	7.9		
ENSG00000115841	RMDN2	0.8		
ENSG00000115844	DLX2	2.6		
ENSG00000115850	LCT	0.0		
ENSG00000115866	DARS1	94.9		
ENSG00000115875	SRSF7	385.7		
ENSG00000115884	SDC1	19.0		
ENSG00000115896	PLCL1	0.0		
ENSG00000115902	SLC1A4	13.7		
ENSG00000115904	SOS1	26.9		
ENSG00000115919	KYNU	0.1		
ENSG00000115935	WIPF1	2.8		
ENSG00000115942	ORC2	30.6		
ENSG00000115944	COX7A2L	65.5		
ENSG00000115946	PNO1	60.6		
ENSG00000115947	ORC4	43.4		
ENSG00000115956	PLEK	0.0		
ENSG00000115963	RND3	1.9		
ENSG00000115966	ATF2	26.9		
ENSG00000115970	THADA	15.7		
ENSG00000115977	AAK1	11.7		
ENSG00000115993	TRAK2	20.0		
ENSG00000115998	C2orf42	9.4		
ENSG00000116001	TIA1	57.5		
ENSG00000116005	PCYOX1	31.7		
ENSG00000116014	KISS1R	1.0		
ENSG00000116016	EPAS1	0.6		
ENSG00000116017	ARID3A	7.0		
ENSG00000116030	SUMO1	242.2		
ENSG00000116031	CD207	2.2		
ENSG00000116032	GRIN3B	0.0		
ENSG00000116035	VAX2	1.8		
ENSG00000116039	ATP6V1B1	0.7		
ENSG00000116044	NFE2L2	65.1		
ENSG00000116062	MSH6	130.3		
ENSG00000116095	PLEKHA3	2.9		
ENSG00000116096	SPR	58.1		
ENSG00000116106	EPHA4	12.3		
ENSG00000116117	PARD3B	0.8		
ENSG00000116120	FARSB	39.7		
ENSG00000116127	ALMS1	12.3		
ENSG00000116128	BCL9	23.3		
ENSG00000116132	PRRX1	18.5		
ENSG00000116133	DHCR24	250.5		
ENSG00000116138	DNAJC16	8.3		
ENSG00000116141	MARK1	11.3		
ENSG00000116147	TNR	0.0		
ENSG00000116151	MORN1	1.1		
ENSG00000116157	GPX7	29.0		
ENSG00000116161	CACYBP	155.0		
ENSG00000116171	SCP2	59.6		
ENSG00000116176	TPSG1	0.0		
ENSG00000116183	PAPPA2	0.0		
ENSG00000116191	RALGPS2	17.2		
ENSG00000116194	ANGPTL1	0.0		
ENSG00000116198	CEP104	20.3		
ENSG00000116199	FAM20B	29.0		
ENSG00000116205	TCEANC2	6.6		
ENSG00000116209	TMEM59	166.2		
ENSG00000116212	LRRC42	57.0		
ENSG00000116213	WRAP73	50.0		
ENSG00000116218	NPHS2	0.0		
ENSG00000116221	MRPL37	168.2		
ENSG00000116237	ICMT	50.5		
ENSG00000116251	RPL22	636.9		
ENSG00000116254	CHD5	0.1		
ENSG00000116260	QSOX1	17.6		
ENSG00000116266	STXBP3	20.9		
ENSG00000116273	PHF13	17.1		
ENSG00000116285	ERRFI1	5.8		
ENSG00000116288	PARK7	483.2		
ENSG00000116299	ELAPOR1	0.1		
ENSG00000116329	OPRD1	0.0		
ENSG00000116337	AMPD2	15.8		
ENSG00000116350	SRSF4	99.7		
ENSG00000116353	MECR	5.4		
ENSG00000116396	KCNC4	1.7		
ENSG00000116406	EDEM3	14.6		
ENSG00000116455	WDR77	101.2		
ENSG00000116459	ATP5PB	69.4		
ENSG00000116473	RAP1A	56.5		
ENSG00000116478	HDAC1	178.1		
ENSG00000116489	CAPZA1	199.9		
ENSG00000116497	S100PBP	31.7		
ENSG00000116514	RNF19B	14.3		
ENSG00000116521	SCAMP3	9.0		
ENSG00000116525	TRIM62	5.0		
ENSG00000116539	ASH1L	13.6		
ENSG00000116544	DLGAP3	1.3		
ENSG00000116560	SFPQ	276.1		
ENSG00000116574	RHOU	2.9		
ENSG00000116580	GON4L	15.9		
ENSG00000116584	ARHGEF2	26.7		
ENSG00000116586	LAMTOR2	67.7		
ENSG00000116604	MEF2D	8.2		
ENSG00000116641	DOCK7	23.7		
ENSG00000116649	SRM	222.6		
ENSG00000116661	FBXO2	3.6		
ENSG00000116663	FBXO6	6.8		
ENSG00000116667	C1orf21	1.6		
ENSG00000116668	SWT1	3.1		
ENSG00000116670	MAD2L2	115.1		
ENSG00000116675	DNAJC6	14.6		
ENSG00000116678	LEPR	2.2		
ENSG00000116679	IVNS1ABP	29.0		
ENSG00000116685	KIAA2013	27.8		
ENSG00000116688	MFN2	101.7		
ENSG00000116690	PRG4	0.0		
ENSG00000116691	MIIP	7.9		
ENSG00000116698	SMG7	64.5		
ENSG00000116701	NCF2	0.1		
ENSG00000116703	PDC	0.0		
ENSG00000116704	SLC35D1	9.9		
ENSG00000116711	PLA2G4A	24.6		
ENSG00000116717	GADD45A	3.0		
ENSG00000116721	PRAMEF1	0.0		
ENSG00000116726	PRAMEF12	0.0		
ENSG00000116729	WLS	89.3		
ENSG00000116731	PRDM2	22.8		
ENSG00000116741	RGS2	16.7		
ENSG00000116745	RPE65	0.0		
ENSG00000116747	RO60	19.0		
ENSG00000116748	AMPD1	0.0		
ENSG00000116750	UCHL5	84.1		
ENSG00000116752	BCAS2	85.5		
ENSG00000116754	SRSF11	151.5		
ENSG00000116761	CTH	27.3		
ENSG00000116771	AGMAT	0.0		
ENSG00000116774	OLFML3	3.2		
ENSG00000116783	TNNI3K	0.0		
ENSG00000116785	CFHR3	0.0		
ENSG00000116786	PLEKHM2	19.0		
ENSG00000116791	CRYZ	47.2		
ENSG00000116793	PHTF1	15.6		
ENSG00000116809	ZBTB17	6.6		
ENSG00000116815	CD58	11.0		
ENSG00000116819	TFAP2E	0.0		
ENSG00000116824	CD2	0.0		
ENSG00000116830	TTF2	35.2		
ENSG00000116833	NR5A2	14.9		
ENSG00000116852	KIF21B	1.2		
ENSG00000116857	TMEM9	76.5		
ENSG00000116863	ADPRS	33.4		
ENSG00000116871	MAP7D1	38.3		
ENSG00000116874	WARS2	13.9		
ENSG00000116882	HAO2	0.0		
ENSG00000116885	OSCP1	0.2		
ENSG00000116898	MRPS15	139.5		
ENSG00000116903	EXOC8	7.9		
ENSG00000116906	GNPAT	40.6		
ENSG00000116918	TSNAX	29.3		
ENSG00000116922	C1orf109	31.5		
ENSG00000116954	RRAGC	40.1		
ENSG00000116962	NID1	36.3		
ENSG00000116977	LGALS8	11.0		
ENSG00000116981	NT5C1A	0.5		
ENSG00000116983	HPCAL4	1.4		
ENSG00000116984	MTR	18.4		
ENSG00000116985	BMP8B	4.2		
ENSG00000116990	MYCL	10.4		
ENSG00000116991	SIPA1L2	13.8		
ENSG00000116996	ZP4	0.0		
ENSG00000117000	RLF	16.9		
ENSG00000117009	KMO	0.0		
ENSG00000117010	ZNF684	3.6		
ENSG00000117013	KCNQ4	1.8		
ENSG00000117016	RIMS3	3.8		
ENSG00000117020	AKT3	16.3		
ENSG00000117036	ETV3	12.8		
ENSG00000117054	ACADM	54.9		
ENSG00000117069	ST6GALNAC5	0.0		
ENSG00000117090	SLAMF1	0.0		
ENSG00000117091	CD48	0.1		
ENSG00000117114	ADGRL2	20.3		
ENSG00000117115	PADI2	0.4		
ENSG00000117118	SDHB	290.7		
ENSG00000117122	MFAP2	7.2		
ENSG00000117133	RPF1	54.3		
ENSG00000117139	KDM5B	9.0		
ENSG00000117143	UAP1	44.7		
ENSG00000117148	ACTL8	1.5		
ENSG00000117151	CTBS	0.0		
ENSG00000117152	RGS4	0.0		
ENSG00000117153	KLHL12	40.5		
ENSG00000117154	IGSF21	0.0		
ENSG00000117155	SSX2IP	27.0		
ENSG00000117174	ZNHIT6	15.9		
ENSG00000117215	PLA2G2D	0.0		
ENSG00000117222	RBBP5	26.9		
ENSG00000117226	GBP3	0.0		
ENSG00000117228	GBP1	0.0		
ENSG00000117245	KIF17	0.6		
ENSG00000117262	GPR89A	19.9		
ENSG00000117266	CDK18	4.9		
ENSG00000117280	RAB29	32.8		
ENSG00000117281	CD160	0.0		
ENSG00000117298	ECE1	32.6		
ENSG00000117305	HMGCL	21.3		
ENSG00000117308	GALE	24.5		
ENSG00000117318	ID3	77.7		
ENSG00000117322	CR2	0.0		
ENSG00000117335	CD46	50.0		
ENSG00000117360	PRPF3	86.1		
ENSG00000117362	APH1A	98.8		
ENSG00000117385	P3H1	20.9		
ENSG00000117394	SLC2A1	12.5		
ENSG00000117395	EBNA1BP2	144.5		
ENSG00000117399	CDC20	225.3		
ENSG00000117400	MPL	0.0		
ENSG00000117407	ARTN	0.0		
ENSG00000117408	IPO13	31.7		
ENSG00000117410	ATP6V0B	233.4		
ENSG00000117411	B4GALT2	36.8		
ENSG00000117419	ERI3	62.6		
ENSG00000117425	PTCH2	1.1		
ENSG00000117448	AKR1A1	94.0		
ENSG00000117450	PRDX1	1640.2		
ENSG00000117461	PIK3R3	16.9		
ENSG00000117472	TSPAN1	0.0		
ENSG00000117475	BLZF1	16.6		
ENSG00000117477	CCDC181	0.3		
ENSG00000117479	SLC19A2	13.9		
ENSG00000117480	FAAH	0.7		
ENSG00000117481	NSUN4	5.7		
ENSG00000117500	TMED5	24.3		
ENSG00000117501	MROH9	0.0		
ENSG00000117505	DR1	56.7		
ENSG00000117519	CNN3	307.2		
ENSG00000117523	PRRC2C	96.5		
ENSG00000117525	F3	13.2		
ENSG00000117528	ABCD3	43.7		
ENSG00000117533	VAMP4	3.3		
ENSG00000117543	DPH5	47.5		
ENSG00000117560	FASLG	0.0		
ENSG00000117569	PTBP2	17.8		
ENSG00000117586	TNFSF4	0.1		
ENSG00000117592	PRDX6	272.0		
ENSG00000117593	DARS2	86.6		
ENSG00000117594	HSD11B1	0.0		
ENSG00000117595	IRF6	0.0		
ENSG00000117597	UTP25	10.6		
ENSG00000117598	PLPPR5	1.7		
ENSG00000117600	PLPPR4	0.0		
ENSG00000117601	SERPINC1	0.0		
ENSG00000117602	RCAN3	12.0		
ENSG00000117614	SYF2	47.6		
ENSG00000117616	RSRP1	14.7		
ENSG00000117620	SLC35A3	12.7		
ENSG00000117625	RCOR3	20.6		
ENSG00000117632	STMN1	618.6		
ENSG00000117640	MTFR1L	44.1		
ENSG00000117643	MAN1C1	3.0		
ENSG00000117650	NEK2	39.9		
ENSG00000117676	RPS6KA1	16.9		
ENSG00000117682	DHDDS	25.4		
ENSG00000117691	NENF	55.1		
ENSG00000117697	NSL1	35.6		
ENSG00000117707	PROX1	2.3		
ENSG00000117713	ARID1A	60.3		
ENSG00000117724	CENPF	89.9		
ENSG00000117748	RPA2	126.5		
ENSG00000117751	PPP1R8	101.3		
ENSG00000117758	STX12	19.2		
ENSG00000117791	MTARC2	0.0		
ENSG00000117834	SLC5A9	0.0		
ENSG00000117859	OSBPL9	59.2		
ENSG00000117862	TXNDC12	134.5		
ENSG00000117868	ESYT2	27.8		
ENSG00000117877	POLR1G	46.4		
ENSG00000117899	MESD	54.1		
ENSG00000117906	RCN2	217.4		
ENSG00000117971	CHRNB4	0.3		
ENSG00000117983	MUC5B	0.0		
ENSG00000117984	CTSD	63.7		
ENSG00000118004	COLEC11	0.1		
ENSG00000118007	STAG1	31.6		
ENSG00000118017	A4GNT	0.0		
ENSG00000118046	STK11	20.1		
ENSG00000118058	KMT2A	22.9		
ENSG00000118094	TREH	0.0		
ENSG00000118096	IFT46	26.7		
ENSG00000118113	MMP8	0.0		
ENSG00000118137	APOA1	0.0		
ENSG00000118156	ZNF541	0.0		
ENSG00000118160	SLC8A2	0.0		
ENSG00000118162	KPTN	11.0		
ENSG00000118181	RPS25	951.4		
ENSG00000118193	KIF14	21.6		
ENSG00000118194	TNNT2	0.0		
ENSG00000118197	DDX59	13.0		
ENSG00000118200	CAMSAP2	31.1		
ENSG00000118217	ATF6	15.1		
ENSG00000118231	CRYGD	0.5		
ENSG00000118242	MREG	17.9		
ENSG00000118245	TNP1	0.0		
ENSG00000118246	FASTKD2	30.7		
ENSG00000118257	NRP2	1.5		
ENSG00000118260	CREB1	34.8		
ENSG00000118263	KLF7	13.9		
ENSG00000118271	TTR	0.0		
ENSG00000118276	B4GALT6	12.7		
ENSG00000118292	C1orf54	0.2		
ENSG00000118298	CA14	0.2		
ENSG00000118307	CFAP94	0.0		
ENSG00000118308	IRAG2	0.0		
ENSG00000118322	ATP10B	0.0		
ENSG00000118363	SPCS2	187.3		
ENSG00000118369	USP35	3.8		
ENSG00000118402	ELOVL4	14.1		
ENSG00000118407	FILIP1	0.1		
ENSG00000118412	CASP8AP2	2.5		
ENSG00000118418	HMGN3	203.6		
ENSG00000118420	UBE3D	7.5		
ENSG00000118432	CNR1	6.0		
ENSG00000118434	SPACA1	0.0		
ENSG00000118454	ANKRD13C	13.8		
ENSG00000118473	SGIP1	0.0		
ENSG00000118482	PHF3	27.7		
ENSG00000118491	ZC2HC1B	0.0		
ENSG00000118492	ADGB	0.0		
ENSG00000118495	PLAGL1	0.8		
ENSG00000118496	FBXO30	8.4		
ENSG00000118503	TNFAIP3	1.1		
ENSG00000118507	AKAP7	2.3		
ENSG00000118508	RAB32	2.4		
ENSG00000118513	MYB	5.6		
ENSG00000118514	ALDH8A1	0.6		
ENSG00000118515	SGK1	6.8		
ENSG00000118518	RNF146	18.1		
ENSG00000118520	ARG1	0.0		
ENSG00000118523	CCN2	4.2		
ENSG00000118526	TCF21	0.0		
ENSG00000118557	PMFBP1	1.0		
ENSG00000118564	FBXL5	21.9		
ENSG00000118579	MED28	14.1		
ENSG00000118596	SLC16A7	1.0		
ENSG00000118600	RXYLT1	17.5		
ENSG00000118620	ZNF430	0.3		
ENSG00000118640	VAMP8	2.4		
ENSG00000118655	DCLRE1B	13.7		
ENSG00000118680	MYL12B	424.3		
ENSG00000118689	FOXO3	12.1		
ENSG00000118690	ARMC2	5.6		
ENSG00000118702	GHRH	0.0		
ENSG00000118705	RPN2	318.8		
ENSG00000118707	TGIF2	36.1		
ENSG00000118729	CASQ2	0.0		
ENSG00000118733	OLFM3	3.9		
ENSG00000118762	PKD2	8.1		
ENSG00000118777	ABCG2	0.4		
ENSG00000118785	SPP1	0.0		
ENSG00000118804	STBD1	9.6		
ENSG00000118816	CCNI	211.7		
ENSG00000118849	RARRES1	0.0		
ENSG00000118855	MFSD1	22.0		
ENSG00000118873	RAB3GAP2	19.8		
ENSG00000118894	EEF2KMT	14.5		
ENSG00000118898	PPL	1.3		
ENSG00000118900	UBN1	38.2		
ENSG00000118922	KLF12	3.6		
ENSG00000118939	UCHL3	64.1		
ENSG00000118946	PCDH17	1.7		
ENSG00000118960	HS1BP3	23.1		
ENSG00000118961	LDAH	34.8		
ENSG00000118965	WDR35	10.6		
ENSG00000118971	CCND2	0.1		
ENSG00000118972	FGF23	0.2		
ENSG00000118985	ELL2	10.0		
ENSG00000118997	DNAH7	0.0		
ENSG00000119004	CYP20A1	1.9		
ENSG00000119013	NDUFB3	209.6		
ENSG00000119041	GTF3C3	24.4		
ENSG00000119042	SATB2	14.0		
ENSG00000119048	UBE2B	45.8		
ENSG00000119121	TRPM6	0.2		
ENSG00000119125	GDA	0.2		
ENSG00000119138	KLF9	11.9		
ENSG00000119139	TJP2	33.2		
ENSG00000119147	ECRG4	0.0		
ENSG00000119185	ITGB1BP1	66.3		
ENSG00000119203	CPSF3	96.0		
ENSG00000119227	PIGZ	0.1		
ENSG00000119231	SENP5	18.9		
ENSG00000119242	CCDC92	3.0		
ENSG00000119280	C1orf198	23.5		
ENSG00000119283	TRIM67	0.0		
ENSG00000119285	HEATR1	48.7		
ENSG00000119314	PTBP3	34.0		
ENSG00000119318	RAD23B	221.0		
ENSG00000119321	FKBP15	10.4		
ENSG00000119326	CTNNAL1	78.7		
ENSG00000119328	ABITRAM	17.2		
ENSG00000119333	DYNC2I2	47.5		
ENSG00000119335	SET	1358.8		
ENSG00000119383	PTPA	110.9		
ENSG00000119392	GLE1	45.9		
ENSG00000119396	RAB14	48.1		
ENSG00000119397	CNTRL	7.6		
ENSG00000119401	TRIM32	17.5		
ENSG00000119402	FBXW2	39.9		
ENSG00000119403	PHF19	104.2		
ENSG00000119408	NEK6	24.7		
ENSG00000119411	BSPRY	0.4		
ENSG00000119414	PPP6C	56.8		
ENSG00000119421	NDUFA8	191.3		
ENSG00000119431	HDHD3	7.0		
ENSG00000119446	RBM18	17.6		
ENSG00000119457	SLC46A2	0.0		
ENSG00000119471	HSDL2	31.9		
ENSG00000119487	MAPKAP1	99.5		
ENSG00000119508	NR4A3	0.5		
ENSG00000119509	INVS	8.8		
ENSG00000119514	GALNT12	2.9		
ENSG00000119522	DENND1A	12.6		
ENSG00000119523	ALG2	37.9		
ENSG00000119535	CSF3R	0.0		
ENSG00000119537	KDSR	8.7		
ENSG00000119541	VPS4B	26.8		
ENSG00000119547	ONECUT2	3.4		
ENSG00000119559	C19orf25	17.9		
ENSG00000119574	ZBTB45	4.2		
ENSG00000119596	YLPM1	28.6		
ENSG00000119599	DCAF4	16.0		
ENSG00000119608	PROX2	0.1		
ENSG00000119614	VSX2	0.1		
ENSG00000119616	FCF1	94.1		
ENSG00000119630	PGF	1.8		
ENSG00000119632	IFI27L2	8.8		
ENSG00000119636	BBOF1	1.8		
ENSG00000119638	NEK9	45.0		
ENSG00000119640	ACYP1	39.9		
ENSG00000119650	IFT43	26.7		
ENSG00000119655	NPC2	170.0		
ENSG00000119661	DNAL1	12.8		
ENSG00000119669	IRF2BPL	5.6		
ENSG00000119673	ACOT2	0.0		
ENSG00000119681	LTBP2	0.2		
ENSG00000119682	AREL1	26.9		
ENSG00000119684	MLH3	0.2		
ENSG00000119685	TTLL5	12.3		
ENSG00000119686	FLVCR2	9.8		
ENSG00000119688	ABCD4	6.0		
ENSG00000119689	DLST	109.0		
ENSG00000119698	PPP4R4	4.5		
ENSG00000119699	TGFB3	2.9		
ENSG00000119703	ZC2HC1C	0.0		
ENSG00000119705	SLIRP	645.4		
ENSG00000119707	RBM25	100.9		
ENSG00000119711	ALDH6A1	24.9		
ENSG00000119714	GPR68	0.0		
ENSG00000119715	ESRRB	0.0		
ENSG00000119718	EIF2B2	8.8		
ENSG00000119720	NRDE2	1.1		
ENSG00000119723	COQ6	16.6		
ENSG00000119725	ZNF410	42.9		
ENSG00000119729	RHOQ	20.6		
ENSG00000119737	GPR75	2.9		
ENSG00000119760	SUPT7L	37.3		
ENSG00000119771	KLHL29	1.7		
ENSG00000119772	DNMT3A	3.8		
ENSG00000119777	TMEM214	39.3		
ENSG00000119778	ATAD2B	8.6		
ENSG00000119782	FKBP1B	25.7		
ENSG00000119787	ATL2	64.7		
ENSG00000119801	YPEL5	9.9		
ENSG00000119812	FAM98A	84.8		
ENSG00000119820	YIPF4	9.2		
ENSG00000119844	AFTPH	24.6		
ENSG00000119862	LGALSL	72.8		
ENSG00000119865	CNRIP1	0.7		
ENSG00000119866	BCL11A	15.4		
ENSG00000119878	CRIPT	2.3		
ENSG00000119888	EPCAM	4.6		
ENSG00000119899	SLC17A5	13.7		
ENSG00000119900	OGFRL1	7.8		
ENSG00000119906	SLF2	20.4		
ENSG00000119912	IDE	14.6		
ENSG00000119913	TECTB	0.0		
ENSG00000119915	ELOVL3	5.9		
ENSG00000119917	IFIT3	0.6		
ENSG00000119919	NKX2-3	0.7		
ENSG00000119922	IFIT2	0.6		
ENSG00000119927	GPAM	15.5		
ENSG00000119929	CUTC	40.8		
ENSG00000119938	PPP1R3C	0.7		
ENSG00000119943	PYROXD2	1.5		
ENSG00000119946	CNNM1	8.7		
ENSG00000119950	MXI1	23.5		
ENSG00000119953	SMNDC1	57.8		
ENSG00000119965	C10orf88	8.5		
ENSG00000119969	HELLS	40.9		
ENSG00000119973	PRLHR	0.0		
ENSG00000119977	TCTN3	43.9		
ENSG00000119979	DENND10	25.7		
ENSG00000119986	AVPI1	7.6		
ENSG00000120008	WDR11	29.1		
ENSG00000120029	ARMH3	20.4		
ENSG00000120049	KCNIP2	0.9		
ENSG00000120051	CFAP58	0.0		
ENSG00000120053	GOT1	107.1		
ENSG00000120054	CPN1	0.0		
ENSG00000120055	C10orf95	0.0		
ENSG00000120057	SFRP5	0.0		
ENSG00000120063	GNA13	35.0		
ENSG00000120068	HOXB8	0.1		
ENSG00000120071	KANSL1	22.6		
ENSG00000120075	HOXB5	0.3		
ENSG00000120088	CRHR1	0.0		
ENSG00000120093	HOXB3	2.0		
ENSG00000120094	HOXB1	0.0		
ENSG00000120129	DUSP1	8.1		
ENSG00000120137	PANK3	44.2		
ENSG00000120149	MSX2	17.6		
ENSG00000120156	TEK	0.0		
ENSG00000120158	RCL1	48.0		
ENSG00000120159	CAAP1	25.3		
ENSG00000120160	EQTN	0.2		
ENSG00000120162	MOB3B	16.7		
ENSG00000120210	INSL6	0.0		
ENSG00000120211	INSL4	0.0		
ENSG00000120215	MLANA	0.0		
ENSG00000120217	CD274	0.0		
ENSG00000120235	IFNA6	0.0		
ENSG00000120242	IFNA8	0.0		
ENSG00000120251	GRIA2	1.2		
ENSG00000120253	NUP43	54.6		
ENSG00000120254	MTHFD1L	72.4		
ENSG00000120256	LRP11	19.2		
ENSG00000120262	CCDC170	0.0		
ENSG00000120265	PCMT1	123.9		
ENSG00000120278	PLEKHG1	26.4		
ENSG00000120279	MYCT1	0.0		
ENSG00000120280	TASL	0.0		
ENSG00000120289	MAGEB4	0.0		
ENSG00000120306	CYSTM1	55.7		
ENSG00000120314	WDR55	11.5		
ENSG00000120318	ARAP3	5.0		
ENSG00000120322	PCDHB8	1.4		
ENSG00000120324	PCDHB10	0.7		
ENSG00000120327	PCDHB14	0.7		
ENSG00000120328	PCDHB12	0.0		
ENSG00000120329	SLC25A2	0.0		
ENSG00000120332	TNN	0.0		
ENSG00000120333	MRPS14	18.5		
ENSG00000120334	CENPL	14.6		
ENSG00000120337	TNFSF18	0.0		
ENSG00000120341	SEC16B	0.4		
ENSG00000120370	GORAB	6.4		
ENSG00000120436	GPR31	0.0		
ENSG00000120437	ACAT2	174.8		
ENSG00000120438	TCP1	793.5		
ENSG00000120440	TTLL2	0.0		
ENSG00000120451	SNX19	3.2		
ENSG00000120457	KCNJ5	0.3		
ENSG00000120458	MSANTD2	4.5		
ENSG00000120471	TP53AIP1	0.0		
ENSG00000120498	TEX11	0.0		
ENSG00000120500	ARR3	0.0		
ENSG00000120509	PDZD11	92.4		
ENSG00000120519	SLC10A7	7.2		
ENSG00000120526	NUDCD1	36.3		
ENSG00000120533	ENY2	96.8		
ENSG00000120539	MASTL	27.9		
ENSG00000120549	KIAA1217	4.7		
ENSG00000120563	LYZL1	0.0		
ENSG00000120594	PLXDC2	2.2		
ENSG00000120616	EPC1	12.1		
ENSG00000120645	IQSEC3	0.0		
ENSG00000120647	CCDC77	20.5		
ENSG00000120656	TAF12	45.7		
ENSG00000120658	ENOX1	0.7		
ENSG00000120659	TNFSF11	0.0		
ENSG00000120662	MTRF1	21.7		
ENSG00000120669	SOHLH2	0.2		
ENSG00000120675	DNAJC15	1.2		
ENSG00000120685	PROSER1	40.5		
ENSG00000120686	UFM1	44.9		
ENSG00000120688	WBP4	10.2		
ENSG00000120690	ELF1	2.9		
ENSG00000120693	SMAD9	9.3		
ENSG00000120694	HSPH1	411.7		
ENSG00000120696	KBTBD7	6.9		
ENSG00000120697	ALG5	41.9		
ENSG00000120699	EXOSC8	92.7		
ENSG00000120705	ETF1	218.0		
ENSG00000120708	TGFBI	1.0		
ENSG00000120709	FAM53C	46.8		
ENSG00000120725	SIL1	12.0		
ENSG00000120727	PAIP2	173.5		
ENSG00000120729	MYOT	0.0		
ENSG00000120733	KDM3B	53.2		
ENSG00000120738	EGR1	2.6		
ENSG00000120742	SERP1	113.6		
ENSG00000120756	PLS1	18.8		
ENSG00000120784	ZFP30	12.9		
ENSG00000120798	NR2C1	10.7		
ENSG00000120800	UTP20	33.0		
ENSG00000120802	TMPO	240.8		
ENSG00000120805	ARL1	67.1		
ENSG00000120820	GLT8D2	0.4		
ENSG00000120832	MTERF2	11.1		
ENSG00000120833	SOCS2	88.6		
ENSG00000120837	NFYB	46.5		
ENSG00000120860	WASHC3	21.4		
ENSG00000120868	APAF1	20.2		
ENSG00000120875	DUSP4	0.7		
ENSG00000120885	CLU	318.4		
ENSG00000120889	TNFRSF10B	39.3		
ENSG00000120896	SORBS3	82.5		
ENSG00000120899	PTK2B	1.1		
ENSG00000120903	CHRNA2	0.0		
ENSG00000120907	ADRA1A	0.2		
ENSG00000120910	PPP3CC	17.9		
ENSG00000120913	PDLIM2	20.5		
ENSG00000120915	EPHX2	1.1		
ENSG00000120925	RNF170	9.6		
ENSG00000120937	NPPB	0.1		
ENSG00000120942	UBIAD1	28.1		
ENSG00000120948	TARDBP	333.1		
ENSG00000120949	TNFRSF8	0.0		
ENSG00000120952	PRAMEF2	0.0		
ENSG00000120963	ZNF706	113.3		
ENSG00000120992	LYPLA1	122.8		
ENSG00000121005	CRISPLD1	11.3		
ENSG00000121022	COPS5	109.2		
ENSG00000121039	RDH10	19.6		
ENSG00000121053	EPX	0.0		
ENSG00000121057	AKAP1	50.1		
ENSG00000121058	COIL	25.6		
ENSG00000121060	TRIM25	44.5		
ENSG00000121064	SCPEP1	22.0		
ENSG00000121067	SPOP	49.3		
ENSG00000121068	TBX2	2.4		
ENSG00000121073	SLC35B1	87.1		
ENSG00000121075	TBX4	0.0		
ENSG00000121101	TEX14	0.2		
ENSG00000121104	FAM117A	9.0		
ENSG00000121152	NCAPH	100.2		
ENSG00000121207	LRAT	0.0		
ENSG00000121210	TMEM131L	12.1		
ENSG00000121211	MND1	52.3		
ENSG00000121236	TRIM6	7.5		
ENSG00000121270	ABCC11	0.0		
ENSG00000121274	TENT4B	3.9		
ENSG00000121281	ADCY7	22.3		
ENSG00000121289	CEP89	16.9		
ENSG00000121297	TSHZ3	2.7		
ENSG00000121310	ECHDC2	0.0		
ENSG00000121314	TAS2R8	0.0		
ENSG00000121316	PLBD1	0.0		
ENSG00000121318	TAS2R10	0.0		
ENSG00000121335	PRB2	0.0		
ENSG00000121350	PYROXD1	5.8		
ENSG00000121351	IAPP	0.0		
ENSG00000121361	KCNJ8	0.0		
ENSG00000121377	TAS2R7	0.0		
ENSG00000121380	BCL2L14	0.1		
ENSG00000121381	TAS2R9	0.0		
ENSG00000121390	PSPC1	54.7		
ENSG00000121406	ZNF549	2.5		
ENSG00000121410	A1BG	0.0		
ENSG00000121413	ZSCAN18	1.2		
ENSG00000121417	ZNF211	6.4		
ENSG00000121440	PDZRN3	0.0		
ENSG00000121446	RGSL1	0.0		
ENSG00000121454	LHX4	2.1		
ENSG00000121481	RNF2	43.7		
ENSG00000121486	TRMT1L	25.7		
ENSG00000121542	SEC22A	16.0		
ENSG00000121552	CSTA	0.0		
ENSG00000121570	DPPA4	89.7		
ENSG00000121577	POPDC2	0.3		
ENSG00000121578	B4GALT4	20.7		
ENSG00000121579	NAA50	238.0		
ENSG00000121594	CD80	0.0		
ENSG00000121621	KIF18A	23.4		
ENSG00000121634	GJA8	0.0		
ENSG00000121644	DESI2	58.1		
ENSG00000121653	MAPK8IP1	10.2		
ENSG00000121671	CRY2	6.0		
ENSG00000121680	PEX16	6.9		
